subject,true_mean,true_median,perm_mean,perm_median,empirical_p,significant,stars
3,0.6588005952380953,0.6416666666666666,0.500334181096681,0.4833333333333333,0.186,0,
5,0.7111938095758186,0.7167985688124147,0.5279554067613621,0.519571191205684,0.008,1,**
6,0.47332074498784865,0.4701232069762071,0.5275894807718893,0.5221670780107228,0.756,0,
8,0.5956231551604578,0.5945475162092809,0.566749260624019,0.5590453790585048,0.334,0,
10,0.9498034692580145,0.9526373878646606,0.6632761521306975,0.6590585068526245,0.002,1,**
12,0.7577187582268398,0.7583510791130638,0.5198605154092499,0.5130932859817341,0.006,1,**
14,0.5889457511091343,0.5897696896483133,0.6058271095550789,0.5933332194590286,0.514,0,
15,0.8436446722387575,0.8439264439264439,0.35125266348583195,0.33523545741409644,0.0,1,***
19,0.4090792136730333,0.4049412947425932,0.5582817048594939,0.5529876946724772,0.962,0,
22,0.5339310434816621,0.5306927049141034,0.5165805047631098,0.5090353298744013,0.376,0,
23,0.6032761904761905,0.5961904761904762,0.5589534199134198,0.5442424242424242,0.366,0,
24,0.9475813541299106,0.9478787579164902,0.7311656704648102,0.7285518131826202,0.0,1,***
25,0.6019115127765253,0.607430206517929,0.5151374524895975,0.5048585540235666,0.138,0,
28,0.5220011225207483,0.5282087181400682,0.36146851114940953,0.3438640920166881,0.07,0,
29,0.6018213626580171,0.6025216639737923,0.582413150981788,0.578633099243365,0.388,0,
30,0.8659952941201814,0.8702019269600358,0.5203059723056281,0.5128713044451174,0.0,1,***
31,0.4047901810668189,0.39947872429707265,0.4562470432575194,0.4456926464565964,0.67,0,
32,0.8078993322515616,0.8096742352786075,0.5432858005089141,0.5358131164099631,0.0,1,***
35,0.6320464233304621,0.635726192058429,0.585549433613554,0.5809674386762487,0.278,0,
37,0.6434723055721995,0.6497935268213295,0.5709812921721863,0.5683267060090076,0.168,0,
38,0.4890432433586502,0.48602797750767873,0.5464256787401692,0.5379329614611641,0.724,0,
40,0.5514325507846223,0.5501492852777439,0.48844819108771453,0.4777504483878001,0.248,0,
41,0.5374855385351245,0.5352152715655049,0.5474572869339078,0.5411147337096104,0.516,0,
42,0.5025410316904807,0.4982391156125424,0.48333969996506004,0.46742944461013874,0.388,0,
