cluster_id,n_channels,channels,statistic,p_value,significant,marker_name,marker_type,correction_method,correction_alpha,analysis_timestamp,p_value_uncorrected,p_value_corrected,significant_uncorrected,significant_corrected,marker_p_value_uncorrected,marker_p_value_corrected,marker_rejected,correction_unit
1,19,"C1, C2, C4, C6, CP1, CP2, CP4, CP6, CPz, Cz, P1, P2, P3, P4, P5, PO3, PO4, POz, Pz",55.503146001435944,0.025994801039792043,True,evoked/P3a,evoked,fdr_bh,0.05,2026-08-13T22:12:50.594195,0.012997400519896021,0.025994801039792043,True,True,0.012997400519896021,0.025994801039792043,True,marker
