Group,Inclusion_Exclusion,N,Mean_Raw,SD_Raw,SE_Raw,Mean_Normalized,SD_Normalized,SE_Normalized
Controls,exclusion,450,70.78888888888889,21.92825639686796,1.0337079198548416,-4.28888888888889,14.196346480789455,0.6692221909760002
Controls,inclusion,417,70.77458033573141,21.710109891895296,1.06314865545357,-0.4262190247801767,12.574587511373338,0.6157801997395937
Risk of Depression,exclusion,165,44.07272727272727,16.82715707056915,1.3099924012678188,-7.793939393939394,15.143257764695543,1.1789010180981263
Risk of Depression,inclusion,180,54.94444444444444,13.781098796800482,1.0271824571428811,0.8222222222222222,13.079340564283962,0.9748764867536465
