cluster_id,cluster_type,n_electrodes,electrodes,cluster_stat,p_value
0,negative,1,CP2,-2.9409510631960174,0.10037992401519696
1,negative,2,"F4,FC4",-4.779743247277504,0.06458708258348331
2,negative,1,F5,-2.3009544530003905,0.2981403719256149
3,negative,1,Fp1,-2.49098634316626,0.21215756848630274
4,negative,3,"P5,PO3,PO7",-8.12163546336942,0.016796640671865627
5,negative,1,P8,-2.289453858341493,0.30453909218156366
