analysis_label,dimension,group1,group2,n1,n2,mean1,mean2,sd1,sd2,t_statistic,p_value,p_bonferroni,significant_05,significant_bonferroni
overall,time,Controls Low BDI,Controls High BDI,15,14,62.015277777777776,61.75392080745341,16.775111452763753,15.30880129904938,0.043865026318483165,0.9653349263588712,1.0,False,False
overall,time,Controls Low BDI,Risk of Depression,15,12,62.015277777777776,50.93518518518519,16.775111452763753,5.740744922340175,2.3892254790499194,0.028099523418577917,0.08429857025573376,True,False
overall,time,Controls High BDI,Risk of Depression,14,12,61.75392080745341,50.93518518518519,15.30880129904938,5.740744922340175,2.4508220713471567,0.02531941301333538,0.07595823904000615,True,False
