aic,bic,log_likelihood,log_likelihood_restricted,n_observations,n_groups,n_parameters,n_fixed_effects,n_random_effects,converged,scale,deviance,rsquared_within,rsquared_between
19941.02843201713,19964.172977768263,-9966.514216008565,,2407,41,4,3,1,True,217.65665287099463,19933.02843201713,,
