Group,Inclusion_Exclusion,N,Mean_Raw,SD_Raw,SE_Raw,Mean_Normalized,SD_Normalized,SE_Normalized
Controls,inclusion,113,44.9646017699115,24.231373259953948,2.2794958495230957,-5.386430678466075,26.46022195627917,2.4891682976333667
Controls,exclusion,144,49.298611111111114,25.567428979678905,2.130619081639909,-1.7189814814814797,28.55556304968172,2.3796302541401433
Risk of Depression,inclusion,106,55.471698113207545,29.90403939816566,2.9045370694812935,-5.066666666666665,26.551207188649695,2.5788812170854007
Risk of Depression,exclusion,106,47.320754716981135,30.231345186840922,2.9363278180020913,-8.033962264150945,20.520068370984664,1.993085230334186
