valence,selfother,time,Cluster,subject_id,task,probe_number
50.0,47.0,48.0,2,32,Sart4,9.0
41.0,21.0,21.0,2,32,Sart4,10.0
48.0,83.0,29.0,3,32,Sart4,11.0
51.0,63.0,32.0,3,32,Sart4,12.0
83.0,83.0,27.0,3,32,Sart4,13.0
47.0,71.0,71.0,1,32,Sart4,14.0
48.0,99.0,48.0,2,33,Sart1,1.0
48.0,99.0,48.0,2,33,Sart3,13.0
44.0,100.0,43.0,3,33,Sart1,2.0
50.0,99.0,50.0,1,33,Sart1,3.0
50.0,99.0,50.0,1,33,Sart1,6.0
50.0,99.0,50.0,1,33,Sart2,15.0
51.0,49.0,49.0,0,33,Sart1,4.0
47.0,99.0,49.0,2,33,Sart1,5.0
47.0,99.0,49.0,2,33,Sart2,4.0
47.0,99.0,49.0,2,33,Sart4,11.0
50.0,99.0,50.0,1,33,Sart1,3.0
50.0,99.0,50.0,1,33,Sart1,6.0
50.0,99.0,50.0,1,33,Sart2,15.0
46.0,83.0,48.0,2,33,Sart1,7.0
49.0,100.0,49.0,1,33,Sart1,8.0
49.0,100.0,49.0,1,33,Sart1,11.0
49.0,99.0,49.0,1,33,Sart1,9.0
49.0,99.0,49.0,1,33,Sart2,9.0
49.0,99.0,49.0,1,33,Sart4,1.0
50.0,49.0,51.0,0,33,Sart1,10.0
50.0,49.0,51.0,0,37,Sart1,4.0
49.0,100.0,49.0,1,33,Sart1,8.0
49.0,100.0,49.0,1,33,Sart1,11.0
52.0,51.0,51.0,0,33,Sart1,12.0
48.0,99.0,49.0,2,33,Sart1,13.0
50.0,45.0,49.0,0,33,Sart2,1.0
52.0,99.0,50.0,1,33,Sart2,2.0
50.0,99.0,51.0,1,33,Sart2,3.0
47.0,99.0,49.0,2,33,Sart1,5.0
47.0,99.0,49.0,2,33,Sart2,4.0
47.0,99.0,49.0,2,33,Sart4,11.0
49.0,100.0,51.0,1,33,Sart2,5.0
48.0,99.0,50.0,2,33,Sart2,6.0
48.0,99.0,50.0,2,33,Sart2,13.0
48.0,99.0,50.0,2,33,Sart4,15.0
53.0,99.0,52.0,1,33,Sart2,7.0
49.0,99.0,48.0,3,33,Sart2,8.0
49.0,99.0,49.0,1,33,Sart1,9.0
49.0,99.0,49.0,1,33,Sart2,9.0
49.0,99.0,49.0,1,33,Sart4,1.0
49.0,50.0,49.0,0,33,Sart2,10.0
51.0,99.0,50.0,1,33,Sart2,11.0
51.0,99.0,50.0,1,33,Sart3,12.0
51.0,99.0,49.0,1,33,Sart2,12.0
48.0,99.0,50.0,2,33,Sart2,6.0
48.0,99.0,50.0,2,33,Sart2,13.0
48.0,99.0,50.0,2,33,Sart4,15.0
49.0,98.0,48.0,3,33,Sart2,14.0
50.0,99.0,50.0,1,33,Sart1,3.0
50.0,99.0,50.0,1,33,Sart1,6.0
50.0,99.0,50.0,1,33,Sart2,15.0
51.0,51.0,49.0,0,33,Sart3,1.0
46.0,100.0,49.0,2,33,Sart3,2.0
50.0,100.0,49.0,1,33,Sart3,4.0
49.0,99.0,50.0,1,33,Sart3,5.0
50.0,99.0,48.0,3,33,Sart3,6.0
50.0,99.0,48.0,3,33,Sart4,5.0
47.0,99.0,50.0,2,33,Sart3,7.0
49.0,0.0,51.0,0,33,Sart3,8.0
44.0,99.0,46.0,2,33,Sart3,9.0
52.0,99.0,49.0,1,33,Sart3,10.0
51.0,99.0,50.0,1,33,Sart2,11.0
51.0,99.0,50.0,1,33,Sart3,12.0
48.0,99.0,48.0,2,33,Sart1,1.0
48.0,99.0,48.0,2,33,Sart3,13.0
50.0,99.0,49.0,1,33,Sart3,14.0
54.0,53.0,50.0,0,33,Sart3,15.0
49.0,99.0,49.0,1,33,Sart1,9.0
49.0,99.0,49.0,1,33,Sart2,9.0
49.0,99.0,49.0,1,33,Sart4,1.0
49.0,100.0,50.0,1,33,Sart4,2.0
50.0,99.0,53.0,1,33,Sart4,3.0
52.0,53.0,52.0,0,33,Sart4,4.0
50.0,99.0,48.0,3,33,Sart3,6.0
50.0,99.0,48.0,3,33,Sart4,5.0
49.0,100.0,48.0,3,33,Sart4,6.0
51.0,49.0,52.0,0,33,Sart4,7.0
49.0,99.0,47.0,3,33,Sart4,8.0
48.0,99.0,45.0,3,33,Sart4,9.0
48.0,99.0,52.0,1,33,Sart4,10.0
47.0,99.0,49.0,2,33,Sart1,5.0
47.0,99.0,49.0,2,33,Sart2,4.0
47.0,99.0,49.0,2,33,Sart4,11.0
52.0,51.0,47.0,3,33,Sart4,12.0
54.0,53.0,53.0,0,33,Sart4,13.0
47.0,99.0,48.0,2,33,Sart4,14.0
48.0,99.0,50.0,2,33,Sart2,6.0
48.0,99.0,50.0,2,33,Sart2,13.0
48.0,99.0,50.0,2,33,Sart4,15.0
16.0,16.0,51.0,2,35,Sart2,1.0
20.0,6.0,50.0,2,35,Sart2,2.0
12.0,9.0,50.0,2,35,Sart2,3.0
8.0,12.0,50.0,2,35,Sart2,4.0
8.0,10.0,50.0,2,35,Sart2,5.0
5.0,6.0,49.0,2,35,Sart2,6.0
6.0,7.0,52.0,2,35,Sart2,7.0
6.0,6.0,50.0,2,35,Sart2,8.0
5.0,8.0,49.0,2,35,Sart2,9.0
5.0,3.0,48.0,2,35,Sart2,10.0
12.0,8.0,52.0,2,35,Sart2,11.0
15.0,18.0,51.0,2,35,Sart2,12.0
22.0,21.0,51.0,2,35,Sart2,13.0
40.0,12.0,35.0,3,35,Sart2,14.0
10.0,16.0,52.0,2,35,Sart3,1.0
47.0,78.0,48.0,1,35,Sart3,2.0
10.0,10.0,50.0,2,35,Sart3,3.0
50.0,75.0,51.0,1,35,Sart3,4.0
26.0,22.0,51.0,2,35,Sart3,5.0
22.0,15.0,51.0,2,35,Sart3,6.0
50.0,83.0,51.0,1,35,Sart3,7.0
68.0,68.0,49.0,1,35,Sart3,9.0
27.0,29.0,51.0,2,35,Sart3,10.0
51.0,17.0,38.0,3,35,Sart3,12.0
51.0,12.0,52.0,0,35,Sart4,1.0
52.0,29.0,54.0,0,35,Sart4,2.0
69.0,71.0,51.0,1,35,Sart4,3.0
54.0,30.0,52.0,0,35,Sart4,4.0
52.0,35.0,51.0,1,35,Sart4,5.0
84.0,10.0,83.0,0,35,Sart4,6.0
51.0,78.0,27.0,3,35,Sart4,10.0
28.0,21.0,53.0,2,35,Sart4,11.0
52.0,78.0,52.0,1,35,Sart4,12.0
49.0,76.0,50.0,1,35,Sart4,13.0
49.0,79.0,49.0,1,35,Sart4,14.0
50.0,73.0,51.0,1,35,Sart4,15.0
46.0,52.0,48.0,1,36,Sart4,1.0
46.0,47.0,45.0,1,36,Sart4,4.0
46.0,45.0,43.0,1,36,Sart4,8.0
26.0,23.0,47.0,2,36,Sart4,9.0
49.0,12.0,51.0,0,36,Sart4,11.0
26.0,34.0,70.0,2,36,Sart4,13.0
70.0,27.0,34.0,3,36,Sart4,15.0
49.0,50.0,70.0,1,37,Sart1,1.0
49.0,34.0,64.0,0,37,Sart1,2.0
51.0,38.0,76.0,1,37,Sart1,3.0
50.0,49.0,51.0,1,33,Sart1,10.0
50.0,49.0,51.0,1,37,Sart1,4.0
52.0,33.0,79.0,0,37,Sart1,5.0
47.0,27.0,68.0,0,37,Sart1,6.0
50.0,31.0,53.0,0,37,Sart1,9.0
48.0,34.0,85.0,0,37,Sart1,11.0
91.0,31.0,73.0,0,37,Sart1,12.0
85.0,50.0,49.0,1,37,Sart1,13.0
19.0,30.0,60.0,2,37,Sart2,1.0
26.0,47.0,66.0,1,37,Sart2,2.0
21.0,39.0,71.0,2,37,Sart2,3.0
21.0,48.0,61.0,1,37,Sart2,4.0
17.0,47.0,70.0,2,37,Sart2,5.0
19.0,50.0,59.0,1,37,Sart2,6.0
20.0,47.0,67.0,1,37,Sart2,7.0
24.0,36.0,51.0,2,37,Sart2,8.0
23.0,28.0,70.0,2,37,Sart2,9.0
21.0,27.0,63.0,2,37,Sart2,10.0
26.0,38.0,46.0,2,37,Sart2,11.0
20.0,35.0,57.0,2,37,Sart2,12.0
29.0,29.0,61.0,2,37,Sart2,13.0
29.0,30.0,49.0,2,37,Sart2,14.0
38.0,33.0,49.0,2,37,Sart2,15.0
46.0,17.0,12.0,3,37,Sart4,1.0
48.0,17.0,15.0,3,37,Sart4,2.0
48.0,17.0,20.0,3,37,Sart4,3.0
48.0,13.0,21.0,3,37,Sart4,4.0
47.0,26.0,20.0,3,37,Sart4,5.0
47.0,16.0,16.0,3,37,Sart4,6.0
48.0,26.0,26.0,3,37,Sart4,7.0
49.0,32.0,28.0,3,37,Sart4,8.0
49.0,40.0,46.0,1,37,Sart4,9.0
48.0,38.0,49.0,1,37,Sart4,10.0
47.0,35.0,48.0,3,37,Sart4,11.0
49.0,48.0,64.0,1,37,Sart4,12.0
50.0,47.0,46.0,1,37,Sart4,13.0
99.0,54.0,88.0,0,39,Sart2,1.0
97.0,60.0,92.0,1,39,Sart2,2.0
96.0,66.0,91.0,1,39,Sart2,3.0
95.0,75.0,88.0,1,39,Sart2,4.0
99.0,70.0,83.0,1,39,Sart2,5.0
90.0,69.0,85.0,1,39,Sart2,6.0
97.0,84.0,89.0,1,39,Sart2,7.0
99.0,82.0,81.0,1,39,Sart2,8.0
79.0,48.0,46.0,3,39,Sart4,1.0
78.0,49.0,51.0,2,39,Sart4,3.0
88.0,53.0,49.0,3,39,Sart4,4.0
87.0,54.0,56.0,3,39,Sart4,5.0
88.0,48.0,82.0,0,39,Sart4,6.0
88.0,48.0,50.0,3,39,Sart4,7.0
81.0,12.0,49.0,2,39,Sart4,8.0
52.0,14.0,49.0,2,39,Sart4,9.0
28.0,19.0,50.0,2,40,Sart1,2.0
71.0,50.0,70.0,1,40,Sart1,7.0
22.0,22.0,52.0,2,40,Sart1,9.0
24.0,24.0,52.0,2,40,Sart1,10.0
47.0,75.0,48.0,1,40,Sart1,11.0
50.0,2.0,51.0,0,40,Sart1,14.0
48.0,2.0,49.0,0,40,Sart2,4.0
52.0,76.0,26.0,3,40,Sart2,5.0
74.0,6.0,49.0,0,40,Sart2,6.0
49.0,49.0,22.0,3,40,Sart2,8.0
72.0,7.0,13.0,3,40,Sart2,9.0
70.0,12.0,68.0,0,40,Sart2,10.0
50.0,14.0,50.0,0,40,Sart2,11.0
27.0,25.0,53.0,2,40,Sart2,12.0
73.0,71.0,29.0,3,40,Sart2,13.0
51.0,50.0,50.0,2,41,Sart3,1.0
49.0,40.0,52.0,2,41,Sart3,2.0
68.0,34.0,55.0,0,41,Sart3,3.0
51.0,32.0,65.0,0,41,Sart3,4.0
54.0,22.0,53.0,0,41,Sart3,5.0
51.0,59.0,49.0,3,41,Sart3,6.0
51.0,52.0,51.0,2,41,Sart3,7.0
53.0,46.0,58.0,1,41,Sart3,8.0
55.0,66.0,52.0,1,41,Sart3,9.0
58.0,44.0,54.0,0,41,Sart3,10.0
51.0,49.0,51.0,2,41,Sart4,1.0
55.0,44.0,54.0,0,41,Sart4,2.0
53.0,22.0,56.0,0,41,Sart4,3.0
53.0,56.0,57.0,1,41,Sart4,4.0
50.0,58.0,58.0,1,41,Sart4,5.0
45.0,62.0,52.0,2,41,Sart4,6.0
50.0,41.0,58.0,2,41,Sart4,7.0
53.0,60.0,54.0,1,41,Sart4,8.0
61.0,65.0,53.0,1,41,Sart4,9.0
54.0,24.0,54.0,0,41,Sart4,10.0
61.0,37.0,64.0,0,41,Sart4,11.0
52.0,32.0,59.0,0,41,Sart4,12.0
59.0,71.0,35.0,3,41,Sart4,13.0
65.0,56.0,58.0,1,42,Sart1,1.0
57.0,32.0,51.0,0,42,Sart1,2.0
54.0,36.0,53.0,0,42,Sart1,3.0
50.0,38.0,58.0,0,42,Sart1,4.0
64.0,41.0,51.0,0,42,Sart1,5.0
50.0,80.0,49.0,1,42,Sart1,6.0
50.0,75.0,49.0,1,42,Sart1,7.0
54.0,55.0,63.0,1,42,Sart1,8.0
50.0,57.0,50.0,1,42,Sart1,9.0
46.0,46.0,58.0,2,42,Sart2,1.0
50.0,61.0,50.0,1,42,Sart2,3.0
56.0,57.0,37.0,3,42,Sart2,4.0
54.0,55.0,66.0,1,42,Sart2,5.0
46.0,56.0,42.0,3,42,Sart2,6.0
51.0,43.0,52.0,2,42,Sart2,7.0
55.0,62.0,50.0,1,42,Sart2,8.0
50.0,37.0,50.0,2,42,Sart2,9.0
51.0,76.0,50.0,1,42,Sart2,11.0
63.0,70.0,66.0,1,42,Sart2,13.0
50.0,66.0,59.0,1,42,Sart2,14.0
54.0,40.0,47.0,3,42,Sart2,15.0
66.0,38.0,50.0,0,42,Sart3,1.0
50.0,34.0,67.0,0,42,Sart3,2.0
59.0,56.0,41.0,3,42,Sart3,3.0
63.0,62.0,31.0,3,42,Sart3,4.0
66.0,54.0,67.0,1,42,Sart3,6.0
51.0,43.0,51.0,2,42,Sart3,8.0
56.0,49.0,63.0,0,42,Sart3,9.0
45.0,44.0,50.0,2,42,Sart3,10.0
48.0,35.0,69.0,0,42,Sart3,11.0
63.0,48.0,63.0,0,42,Sart3,13.0
49.0,48.0,71.0,0,42,Sart4,1.0
52.0,31.0,50.0,0,42,Sart4,2.0
52.0,32.0,72.0,0,42,Sart4,3.0
49.0,65.0,49.0,1,42,Sart4,4.0
37.0,57.0,57.0,2,42,Sart4,5.0
42.0,65.0,51.0,2,42,Sart4,6.0
59.0,35.0,71.0,0,42,Sart4,7.0
31.0,39.0,51.0,2,42,Sart4,9.0
43.0,47.0,49.0,2,42,Sart4,10.0
41.0,37.0,48.0,2,42,Sart4,12.0
35.0,51.0,50.0,2,42,Sart4,14.0
52.0,30.0,24.0,3,42,Sart4,15.0
