cluster_id,cluster_type,n_electrodes,electrodes,cluster_stat,p_value
0,positive,7,"AF8,AFz,F2,F4,F6,F8,FT8",21.260374952492043,0.013797240551889621
1,positive,18,"CP1,CPz,O1,O2,Oz,P1,P2,P3,P5,P6,P7,P8,PO3,PO4,PO7,PO8,Pz,TP8",52.81551113144849,0.0015996800639872025
2,positive,1,F3,2.2569387192678194,0.2953409318136373
