predictor,estimate,std_error,t_value,p_value,conf_lower,conf_upper,p_fdr,significant_fdr
Intercept,-0.057461125160850834,0.10029426203748654,-0.5729253498009074,0.5666952397209669,-0.2540342666103472,0.13911201628864556,,
onoff,-0.0015198104550376505,0.0006429656622370602,-2.3637505768967477,0.01809098784677319,-0.0027799999963182337,-0.0002596209137570673,0.05427296354031957,False
valence,-0.00037195265802919476,0.0010967254528991522,-0.3391483776053086,0.7344979556680546,-0.0025214950466399128,0.001777589730581523,0.7344979556680546,False
selfother,0.0002300464247406214,0.0006566798765800073,0.3503174574782229,0.7261004651795079,-0.0010570224827284008,0.0015171153322096436,0.7344979556680546,False
time,0.0009862247735323334,0.0011069787213512843,0.8909157461748253,0.3729743721582027,-0.001183413651968384,0.0031558631990330505,0.5594615582373041,False
confidence,-0.002003317426586895,0.0011808673463630595,-1.696479653499515,0.08979508019233928,-0.004317774895977877,0.0003111400428040872,0.17959016038467857,False
time_on_task,0.008831011673214822,0.0011584264664629145,7.623282037209512,2.4730572054656184e-14,0.006560537520209513,0.011101485826220132,1.483834323279371e-13,True
subject Var,5.104230603483828e-08,,,,,,,
