marker,predictor,estimate,std_error,t_value,p_value,p_fdr,significant_fdr
Omission Rate,On/Off Task,-0.0028866498810118132,0.0005337662944697201,-5.408078237460851,6.370459720343882e-08,3.8222758322063294e-07,True
Omission Rate,Valence,-0.00018062506797267833,0.0011136889607960406,-0.162186278513142,0.8711591649006066,0.8746135825797758,False
Omission Rate,Self/Other,-0.00010426492752532115,0.000660736649279699,-0.1578010356153021,0.8746135825797758,0.8746135825797758,False
Omission Rate,Time (probe dim.),0.0008347757886841472,0.0011187562133112366,0.7461641586896052,0.4555682561994866,0.8090581589021267,False
Omission Rate,Confidence,0.0007444480526540891,0.0012129247574576337,0.6137627648185686,0.5393721059347512,0.8090581589021267,False
Omission Rate,Time on Task,0.0018857717943148286,0.0011679578379105485,1.614588928730881,0.10639974457544413,0.3191992337263324,False
Commission Rate,On/Off Task,-0.0024298909123545713,0.000559691655970615,-4.3414813968249435,1.4152526318887333e-05,8.4915157913324e-05,True
Commission Rate,Valence,-0.0017884217550360783,0.0010650407004570623,-1.6792050803960608,0.09311208219675535,0.1862241643935107,False
Commission Rate,Self/Other,-0.000671113722041488,0.0006562067080100484,-1.0227169485612928,0.3064416955196715,0.45966254327950723,False
Commission Rate,Time (probe dim.),0.00021895177522701206,0.0011116061330187705,0.19696884420060576,0.843851918867172,0.8890226653955188,False
Commission Rate,Confidence,-0.00016751829620611754,0.0012004952316797325,-0.13954099257164562,0.8890226653955188,0.8890226653955188,False
Commission Rate,Time on Task,0.0036249767117953547,0.0011570712441259202,3.1328898114080697,0.0017309441052651606,0.005192832315795482,True
Total Errors,On/Off Task,-0.0030519865502536387,0.0004156304864246343,-7.343028603381939,2.0881387891702255e-13,1.2528832735021353e-12,True
Total Errors,Valence,-0.0017095258010022393,0.0010630151210008758,-1.6081857795142604,0.10779449669410143,0.21558899338820287,False
Total Errors,Self/Other,-0.0008585449255696907,0.0006517316479877222,-1.3173288856242018,0.187728406851013,0.2815926102765195,False
Total Errors,Time (probe dim.),0.0005026728375541315,0.0011101040334707628,0.4528159725557565,0.6506812611417745,0.7808175133701294,False
Total Errors,Confidence,6.783198321809549e-05,0.0011977684269017135,0.056631967995314045,0.9548383686232487,0.9548383686232487,False
Total Errors,Time on Task,0.003888449411320838,0.0011483118667097794,3.3862311485661865,0.0007085967060904706,0.002125790118271412,True
RTCV (RT Variability),On/Off Task,-0.0015198104550376505,0.0006429656622370602,-2.3637505768967477,0.01809098784677319,0.05427296354031957,False
RTCV (RT Variability),Valence,-0.00037195265802919476,0.0010967254528991522,-0.3391483776053086,0.7344979556680546,0.7344979556680546,False
RTCV (RT Variability),Self/Other,0.0002300464247406214,0.0006566798765800073,0.3503174574782229,0.7261004651795079,0.7344979556680546,False
RTCV (RT Variability),Time (probe dim.),0.0009862247735323334,0.0011069787213512843,0.8909157461748253,0.3729743721582027,0.5594615582373041,False
RTCV (RT Variability),Confidence,-0.002003317426586895,0.0011808673463630595,-1.696479653499515,0.08979508019233928,0.17959016038467857,False
RTCV (RT Variability),Time on Task,0.008831011673214822,0.0011584264664629145,7.623282037209512,2.4730572054656184e-14,1.483834323279371e-13,True
