Group,Inclusion_Exclusion,N,Mean_Raw,SD_Raw,SE_Raw,Mean_Normalized,SD_Normalized,SE_Normalized
Controls High BDI,exclusion,210,56.55238095238095,29.287056746428703,2.0209989195215594,-11.676190476190481,24.281993737497164,1.6756167590413522
Controls High BDI,inclusion,196,57.607142857142854,30.208060564639418,2.1577186117599583,-9.043537414965986,18.846956215543553,1.3462111582531109
Controls Low BDI,exclusion,225,67.1288888888889,31.88786590638345,2.12585772709223,-5.733333333333335,15.590767261732946,1.0393844841155297
Controls Low BDI,inclusion,213,72.90140845070422,32.42021626293093,2.2213966153527203,-2.6647887323943666,14.235207358243837,0.9753803363922481
Risk of Depression,exclusion,165,39.981818181818184,31.92549877893553,2.48539670912313,-14.527272727272724,21.4201571837555,1.6675569751327517
Risk of Depression,inclusion,180,44.016666666666666,31.47074104465037,2.3456905426043657,-11.894444444444444,24.86154522125144,1.8530701713467754
