subject,auc,label_std,label_mean
03,0.5888888888888889,13.564449933347907,53.925925925925924
04,0.55,12.725903370715594,52.69565217391305
05,0.4366666666666667,36.591296996321624,60.138888888888886
06,0.45999999999999996,26.753197566244328,50.48936170212766
08,0.6025,25.517466860614878,48.07142857142857
09,0.7,10.404326023342401,75.4
10,0.2166666666666667,16.684181273347065,42.476190476190474
12,0.75,25.866722715267205,48.05882352941177
15,0.5,14.391796605143137,56.53333333333333
18,0.6875,21.33407736797767,68.0
21,0.3166666666666667,16.955048929759133,51.1578947368421
22,0.55,18.250031133223757,69.4
24,0.9166666666666666,9.412675578094763,63.96153846153846
25,0.7000000000000001,19.493995819633106,50.642857142857146
26,0.5333333333333333,19.28722776994627,59.94736842105263
27,0.5055555555555558,19.23276354423324,48.6875
28,0.49722222222222223,18.36103445361662,57.9
29,0.28750000000000003,28.444808715425438,52.25
30,0.47777777777777775,15.874033710325778,45.58064516129032
31,0.4666666666666666,17.729387153287867,54.04545454545455
32,0.48200000000000004,25.120818142783726,53.340425531914896
34,0.6308333333333334,26.787817744026473,59.05
37,0.7833333333333334,20.3952178777453,51.666666666666664
38,0.6,28.63307983556022,45.125
39,0.5833333333333334,16.05233376661595,64.5
40,0.6146666666666667,18.357056500936697,56.13461538461539
41,0.55,10.79896509202727,55.5
42,0.26666666666666666,13.663951013972971,56.391304347826086
43,0.4916666666666667,24.424157896769305,60.595238095238095
