subject,run_idx,mean_auc,mean_auprc,mean_mcc,mean_balanced_accuracy,mean_precision,mean_recall,mean_f1,n_samples,n_positive,n_negative
03,98.0,0.5888888888888889,0.7066666666666667,0.29722917670980176,0.6333333333333333,0.6,0.5333333333333333,0.5266666666666666,27.0,12.0,15.0
04,98.0,0.55,0.7677777777777777,0.020743567564710387,0.5166666666666666,0.6666666666666667,0.6333333333333333,0.6342857142857142,23.0,14.0,9.0
05,98.0,0.4366666666666667,0.4782539682539683,-0.08681748510030166,0.4616666666666666,0.26666666666666666,0.3333333333333333,0.27999999999999997,36.0,14.0,22.0
06,98.0,0.45999999999999996,0.5439999999999999,-0.1495827103783741,0.45,0.36666666666666664,0.34,0.33577533577533575,47.0,23.0,24.0
08,98.0,0.6025,0.6535238095238095,0.21709283043960897,0.6,0.5866666666666667,0.58,0.5647619047619047,42.0,21.0,21.0
09,98.0,0.7,0.8522222222222222,0.28501700857389406,0.65,0.7533333333333333,0.7999999999999999,0.7576190476190476,25.0,15.0,10.0
10,98.0,0.2166666666666667,0.43166666666666664,-0.42805981960654804,0.3,0.1,0.2,0.13333333333333333,21.0,9.0,12.0
12,98.0,0.75,0.7866666666666666,0.27378882183230013,0.6416666666666666,0.5833333333333333,0.55,0.5561904761904761,34.0,16.0,18.0
15,98.0,0.5,0.6833333333333332,-0.1,0.45,0.2,0.4,0.26666666666666666,15.0,7.0,8.0
18,98.0,0.6875,0.7613492063492062,0.3517569510944404,0.67,0.6866666666666666,0.55,0.6,43.0,20.0,23.0
21,98.0,0.3166666666666667,0.4666666666666666,-0.44641016151377555,0.2833333333333333,0.0,0.0,0.0,19.0,8.0,11.0
22,98.0,0.55,0.6913968253968253,0.0967544467966324,0.55,0.62,0.6,0.6048484848484847,45.0,25.0,20.0
24,98.0,0.9166666666666666,0.9608333333333332,0.5765986323710905,0.8,0.9,0.8,0.8261904761904763,26.0,19.0,7.0
25,98.0,0.7000000000000001,0.7288888888888888,0.2119172062391505,0.5833333333333333,0.6799999999999999,0.5,0.5076190476190476,28.0,13.0,15.0
26,98.0,0.5333333333333333,0.6507142857142857,0.1278509561171321,0.5583333333333333,0.6,0.5166666666666667,0.5342857142857143,38.0,19.0,19.0
27,98.0,0.5055555555555558,0.6538095238095238,0.03333333333333334,0.5166666666666667,0.5333333333333333,0.5666666666666667,0.5476190476190477,32.0,17.0,15.0
28,98.0,0.49722222222222223,0.7130555555555556,0.026491106406735177,0.5083333333333333,0.6433333333333333,0.7166666666666667,0.6663492063492064,30.0,19.0,11.0
29,98.0,0.28750000000000003,0.47404761904761905,-0.3842139637844876,0.31666666666666665,0.35,0.4,0.3555555555555555,36.0,18.0,18.0
30,98.0,0.47777777777777775,0.5255555555555557,-0.03174258141649446,0.4833333333333333,0.45,0.3666666666666666,0.3866666666666666,31.0,14.0,17.0
31,98.0,0.4666666666666666,0.74,-0.2488033871712585,0.3833333333333333,0.5733333333333333,0.7666666666666666,0.6466666666666666,22.0,14.0,8.0
32,98.0,0.48200000000000004,0.6066666666666667,0.04639805581388347,0.525,0.4757142857142857,0.5700000000000001,0.509090909090909,47.0,22.0,25.0
34,98.0,0.6308333333333334,0.5958333333333332,-0.10855470733517317,0.4616666666666666,0.26,0.3333333333333333,0.27999999999999997,40.0,16.0,24.0
37,98.0,0.7833333333333334,0.8008333333333333,0.5164487363542661,0.7466666666666667,0.7433333333333334,0.76,0.7322222222222222,39.0,21.0,18.0
38,98.0,0.6,0.72,0.2379445409770841,0.6166666666666666,0.4666666666666666,0.5,0.4466666666666666,24.0,9.0,15.0
39,98.0,0.5833333333333334,0.7038095238095238,0.20808802290397618,0.6,0.5833333333333333,0.6333333333333333,0.599047619047619,32.0,16.0,16.0
40,98.0,0.6146666666666667,0.6599913419913419,0.2411724205072759,0.6166666666666667,0.6128571428571429,0.6866666666666668,0.6393473193473194,52.0,26.0,26.0
41,98.0,0.55,0.7777777777777778,0.017863279495408158,0.5166666666666666,0.6333333333333333,0.7333333333333333,0.6733333333333333,18.0,11.0,7.0
42,98.0,0.26666666666666666,0.6755555555555556,-0.24782926234762,0.39999999999999997,0.6,0.5999999999999999,0.5885714285714286,23.0,15.0,8.0
43,98.0,0.4916666666666667,0.6759999999999999,-0.08204255689296278,0.45,0.5183333333333333,0.6,0.5407148407148407,42.0,23.0,19.0
