cluster_id,cluster_type,n_electrodes,electrodes,cluster_stat,p_value
0,positive,8,"C2,C4,C6,CP2,CP4,P4,T8,TP8",23.12997211535159,0.0033993201359728054
1,positive,4,"F5,F7,FC3,FC5",14.041412676951348,0.010597880423915218
2,positive,1,T7,3.4991936451732424,0.09498100379924015
