cluster_id,n_channels,channels,statistic,p_value,significant,marker_name,marker_type,correction_method,correction_alpha,analysis_timestamp,p_value_uncorrected,p_value_corrected,significant_uncorrected,significant_corrected,marker_p_value_uncorrected,marker_p_value_corrected,marker_rejected,correction_unit
1,6,"AF4, AF7, AF8, F7, Fp1, Fp2",-19.136846293592406,0.01139772045590882,True,sleep/psd_relative_delta,sleep,fdr_bh,0.05,2026-08-14T01:17:52.896163,0.010397920415916816,0.01139772045590882,True,True,0.001799640071985603,0.01139772045590882,True,marker
2,14,"CP6, Oz, P1, P2, P3, P4, P5, P6, P8, PO3, PO4, PO8, POz, TP8",-40.902914335621375,0.01139772045590882,True,sleep/psd_relative_delta,sleep,fdr_bh,0.05,2026-08-14T01:17:52.896163,0.001799640071985603,0.01139772045590882,True,True,0.001799640071985603,0.01139772045590882,True,marker
