cluster_id,cluster_type,n_electrodes,electrodes,cluster_stat,p_value
0,negative,6,"AF4,AF7,AF8,F7,Fp1,Fp2",-19.136846293592406,0.010397920415916816
1,negative,14,"CP6,Oz,P1,P2,P3,P4,P5,P6,P8,PO3,PO4,PO8,POz,TP8",-40.902914335621375,0.001799640071985603
