marker,predictor,estimate,std_error,t_value,p_value,p_fdr,significant_fdr
Omission Rate,On/Off Task,-0.26850148217106484,0.03048646501973514,-8.807235669903113,1.282698269969442e-18,1.0261586159755536e-17,True
Omission Rate,Valence,-0.003485833717426843,0.03309531002765009,-0.10532712080698257,0.9161162433712742,0.9161162433712742,False
Omission Rate,Valence² (curvature),0.009631689215291273,0.023135792803036147,0.4163111805715727,0.6771823122568066,0.8620951797622723,False
Omission Rate,Self/Other,0.05671913756040694,0.025691195958652685,2.2077266333451546,0.02726333508020797,0.05452667016041594,False
Omission Rate,Time (probe dim.),-0.06546946283552696,0.02888795664686041,-2.2663237706929436,0.02343156705555071,0.05452667016041594,False
Omission Rate,Time² (curvature),-0.07914298622523853,0.024149430930574946,-3.2772195110004736,0.0010483483240090025,0.00419339329603601,True
Omission Rate,Confidence,0.007742640347792344,0.024742345036836515,0.3129307402457231,0.7543332822919883,0.8620951797622723,False
Omission Rate,Time on Task,0.01453655641319613,0.017502284177901787,0.8305519591294171,0.4062267835447195,0.6499628536715513,False
Commission Rate,On/Off Task,-0.16386540647370673,0.02926237452839876,-5.599867034531919,2.145162813989342e-08,1.7161302511914736e-07,True
Commission Rate,Valence,-0.09778793858842116,0.03179696144650334,-3.075386267739578,0.0021023009056338935,0.008409203622535574,True
Commission Rate,Valence² (curvature),0.06027301391133817,0.022767616721265493,2.6473132717067287,0.008113415343618391,0.021635774249649044,True
Commission Rate,Self/Other,-0.009262771549584872,0.024890883887725875,-0.3721350993948634,0.7097922644364076,0.7504016386351449,False
Commission Rate,Time (probe dim.),0.008908868071262793,0.02800563719357598,0.3181098151662957,0.7504016386351449,0.7504016386351449,False
Commission Rate,Time² (curvature),0.051245263562767825,0.023496878961467783,2.180939164167473,0.02918791646454322,0.04326036161122659,True
Commission Rate,Confidence,-0.052406812720335455,0.024501971748737805,-2.138881444226428,0.03244527120841994,0.04326036161122659,True
Commission Rate,Time on Task,0.03894658830692605,0.017521843779763038,2.2227448661485987,0.026233008689650276,0.04326036161122659,True
Total Errors,On/Off Task,-0.326666144010011,0.02892941468682914,-11.291833849605473,1.4400042165794636e-29,1.152003373263571e-28,True
Total Errors,Valence,-0.050230749829807665,0.03142143715580407,-1.598614015671438,0.10990639354766807,0.12560730691162064,False
Total Errors,Valence² (curvature),0.0500622509174664,0.021968062663404883,2.278865081756241,0.022675086684006515,0.04535017336801303,True
Total Errors,Self/Other,0.04522809183799352,0.024385595892559946,1.8547052135721083,0.063638333858612,0.09135201293362555,False
Total Errors,Time (probe dim.),-0.06317901308047293,0.027461155325260587,-2.300668428992013,0.021410379914510006,0.04535017336801303,True
Total Errors,Time² (curvature),-0.06432977661135585,0.02295118943957848,-2.8028951083651252,0.0050646138081493495,0.020258455232597398,True
Total Errors,Confidence,-0.028530176255259717,0.023501995555841666,-1.213946968353002,0.22476797571280493,0.22476797571280493,False
Total Errors,Time on Task,0.03029253147587211,0.01662952692872393,1.8216111381706404,0.06851400970021916,0.09135201293362555,False
RTCV (RT Variability),On/Off Task,-0.04525008112171325,0.01035535051381423,-4.369729548154725,1.2440051058528517e-05,4.976020423411407e-05,True
RTCV (RT Variability),Valence,-0.012013530468069735,0.011199764924433524,-1.0726591628598285,0.2834240692954727,0.4267880832420102,False
RTCV (RT Variability),Valence² (curvature),0.008020639571960288,0.007859289440162908,1.0205298625309358,0.307477233979798,0.4267880832420102,False
RTCV (RT Variability),Self/Other,0.007677086366322852,0.008709950050140343,0.8814156593468813,0.3780928850800307,0.4321061543771779,False
RTCV (RT Variability),Time (probe dim.),0.009805373473381805,0.009861874425841048,0.994270769427849,0.32009106243150764,0.4267880832420102,False
RTCV (RT Variability),Time² (curvature),0.0063303494536064075,0.008259729438225892,0.7664112367058483,0.4434316488878015,0.4434316488878015,False
RTCV (RT Variability),Confidence,-0.025175290712165385,0.008380636605131513,-3.003983097984514,0.0026647012799054814,0.007105870079747951,True
RTCV (RT Variability),Time on Task,0.03966489270764104,0.005937177723225555,6.680765602228236,2.3769715592556528e-11,1.9015772474045222e-10,True
