predictor,estimate,std_error,t_value,p_value,conf_lower,conf_upper,p_fdr,significant_fdr
Intercept,-3.1354433273358344,0.09955116145270017,-31.495798558066852,9.916854711580642e-218,-3.330560018402259,-2.94032663626941,,
onoff,-0.326666144010011,0.02892941468682914,-11.291833849605473,1.4400042165794636e-29,-0.3833667548900202,-0.26996553313000177,1.152003373263571e-28,True
valence,-0.050230749829807665,0.03142143715580407,-1.598614015671438,0.10990639354766807,-0.1118156349976723,0.01135413533805698,0.12560730691162064,False
valence_sq,0.0500622509174664,0.021968062663404883,2.278865081756241,0.022675086684006515,0.0070056392870737685,0.09311886254785903,0.04535017336801303,True
selfother,0.04522809183799352,0.024385595892559946,1.8547052135721083,0.063638333858612,-0.0025667978529718485,0.09302298152895888,0.09135201293362555,False
time,-0.06317901308047293,0.027461155325260587,-2.300668428992013,0.021410379914510006,-0.11700188849184398,-0.009356137669101865,0.04535017336801303,True
time_sq,-0.06432977661135585,0.02295118943957848,-2.8028951083651252,0.0050646138081493495,-0.1093132813152857,-0.019346271907425994,0.020258455232597398,True
confidence,-0.028530176255259717,0.023501995555841666,-1.213946968353002,0.22476797571280493,-0.07459324110952979,0.017532888599010355,0.22476797571280493,False
time_on_task,0.03029253147587211,0.01662952692872393,1.8216111381706404,0.06851400970021916,-0.00230074238436577,0.06288580533610999,0.09135201293362555,False
subject Var,0.6636309110568693,0.15397153838123256,4.310088202234645,1.63189444968223e-05,0.3618522411854269,0.9654095809283118,,
