predictor,estimate,std_error,t_value,p_value,conf_lower,conf_upper,p_fdr,significant_fdr
Intercept,-1.4227935722675664,0.03650355945753198,-38.97684481763582,0.0,-1.4943392341118455,-1.3512479104232873,,
onoff,-0.04525008112171325,0.01035535051381423,-4.369729548154725,1.2440051058528517e-05,-0.06554619517607749,-0.024953967067349012,4.976020423411407e-05,True
valence,-0.012013530468069735,0.011199764924433524,-1.0726591628598285,0.2834240692954727,-0.033964666355274405,0.009937605419134932,0.4267880832420102,False
valence_sq,0.008020639571960288,0.007859289440162908,1.0205298625309358,0.307477233979798,-0.0073832846748349765,0.023424563818755552,0.4267880832420102,False
selfother,0.007677086366322852,0.008709950050140343,0.8814156593468813,0.3780928850800307,-0.009394102039095057,0.024748274771740762,0.4321061543771779,False
time,0.009805373473381805,0.009861874425841048,0.994270769427849,0.32009106243150764,-0.009523545221323274,0.029134292168086884,0.4267880832420102,False
time_sq,0.0063303494536064075,0.008259729438225892,0.7664112367058483,0.4434316488878015,-0.009858422767361593,0.02251912167457441,0.4434316488878015,False
confidence,-0.025175290712165385,0.008380636605131513,-3.003983097984514,0.0026647012799054814,-0.041601036625741175,-0.008749544798589592,0.007105870079747951,True
time_on_task,0.03966489270764104,0.005937177723225555,6.680765602228236,2.3769715592556528e-11,0.028028238200305436,0.05130154721497665,1.9015772474045222e-10,True
subject Var,0.7041853736677114,0.16209630436578587,4.344240767381405,1.3975816971643459e-05,0.38648245508372836,1.0218882922516945,,
