subject,auc,minority_ratio,n_trials
03,0.4761904761904762,0.46153846153846156,26
05,0.49111111111111116,0.4186046511627907,43
06,0.5614814814814815,0.4807692307692308,52
10,0.5805860805860805,0.44680851063829785,47
12,0.6210526315789473,0.48717948717948717,39
14,0.7794117647058825,0.48484848484848486,33
15,0.8083333333333333,0.23076923076923078,26
17,0.7125,0.23809523809523808,21
19,0.28,0.25,20
21,0.6716791979949874,0.475,40
22,0.6918767507002801,0.4473684210526316,38
23,0.7037037037037037,0.3333333333333333,27
24,0.7074829931972788,0.5,42
25,0.7305236270753511,0.48214285714285715,56
27,0.5146871008939975,0.48214285714285715,56
28,0.6659090909090909,0.47619047619047616,42
29,0.4301994301994302,0.49056603773584906,53
30,0.8561872909698998,0.46938775510204084,49
31,0.48545454545454547,0.46808510638297873,47
32,0.8131868131868132,0.48148148148148145,54
34,0.6975308641975309,0.47058823529411764,51
35,0.7472000000000001,0.5,50
37,0.842391304347826,0.41025641025641024,39
38,0.4263157894736842,0.48717948717948717,39
39,0.781578947368421,0.48717948717948717,39
40,0.5833333333333334,0.4418604651162791,43
41,0.6266666666666667,0.4186046511627907,43
42,0.6728571428571429,0.4716981132075472,53
43,0.3958333333333333,0.5,48
