feature_name,mean_abs_shap_value
N1_mean_occipitoparietal_lateral_trimmean,0.0010167430837571398
P1_mean_occipitoparietal_lateral_trimmean,0.0012513520557644066
P3a_mean_frontocentral_midline_trimmean,0.00245264205847501
P3b_mean_centroparietal_midline_trimmean,0.0032301711534643597
PE_alpha_mean_central_left_trimmean,0.001378625991480048
PE_alpha_mean_central_mid_trimmean,0.0014545091873463614
PE_alpha_mean_central_right_trimmean,0.0010165583502232277
PE_alpha_mean_frontal_left_trimmean,0.0010249084290048437
PE_alpha_mean_frontal_mid_trimmean,0.0016257531480524186
PE_alpha_mean_frontal_right_trimmean,0.002012787034751743
PE_alpha_mean_posterior_left_trimmean,0.0011326122465215717
PE_alpha_mean_posterior_mid_trimmean,0.004872558874962432
PE_alpha_mean_posterior_right_trimmean,0.0017205412215532299
PE_beta_mean_central_left_trimmean,0.0012428122399501058
PE_beta_mean_central_mid_trimmean,0.0009096856016301442
PE_beta_mean_central_right_trimmean,0.0015063366650617351
PE_beta_mean_frontal_left_trimmean,0.0008603215421291879
PE_beta_mean_frontal_mid_trimmean,0.0017470880638365846
PE_beta_mean_frontal_right_trimmean,0.0019730409363972836
PE_beta_mean_posterior_left_trimmean,0.002127890167926677
PE_beta_mean_posterior_mid_trimmean,0.0033963856185519107
PE_beta_mean_posterior_right_trimmean,0.0015014718110529118
PE_gamma_mean_central_left_trimmean,0.0012419144236060268
PE_gamma_mean_central_mid_trimmean,0.0009586085390800541
PE_gamma_mean_central_right_trimmean,0.0013126212415666759
PE_gamma_mean_frontal_left_trimmean,0.0007198581696689033
PE_gamma_mean_frontal_mid_trimmean,0.0013385173759326496
PE_gamma_mean_frontal_right_trimmean,0.0016607599140333028
PE_gamma_mean_posterior_left_trimmean,0.001529200629703483
PE_gamma_mean_posterior_mid_trimmean,0.002019789468197578
PE_gamma_mean_posterior_right_trimmean,0.002158675047652785
PE_theta_mean_central_left_trimmean,0.001024247086197644
PE_theta_mean_central_mid_trimmean,0.0024954313415324345
PE_theta_mean_central_right_trimmean,0.0020874767688367677
PE_theta_mean_frontal_left_trimmean,0.001988403479418942
PE_theta_mean_frontal_mid_trimmean,0.0038957964742228437
PE_theta_mean_frontal_right_trimmean,0.0034678542733053105
PE_theta_mean_posterior_left_trimmean,0.0019097256988169025
PE_theta_mean_posterior_mid_trimmean,0.0010681042020593587
PE_theta_mean_posterior_right_trimmean,0.001659344704021616
kolmogorov_complexity_mean_central_left_trimmean,0.0008827130330211092
kolmogorov_complexity_mean_central_mid_trimmean,0.001976321673542979
kolmogorov_complexity_mean_central_right_trimmean,0.001080165690969316
kolmogorov_complexity_mean_frontal_left_trimmean,0.00254384886138632
kolmogorov_complexity_mean_frontal_mid_trimmean,0.0024143494024975007
kolmogorov_complexity_mean_frontal_right_trimmean,0.0020879464251513293
kolmogorov_complexity_mean_posterior_left_trimmean,0.0011965668123800175
kolmogorov_complexity_mean_posterior_mid_trimmean,0.0013425253139983642
kolmogorov_complexity_mean_posterior_right_trimmean,0.0011014281920355598
psd_relative_alpha_mean_central_left_trimmean,0.002462082930896525
psd_relative_alpha_mean_central_mid_trimmean,0.00459725780221258
psd_relative_alpha_mean_central_right_trimmean,0.0017422144699885925
psd_relative_alpha_mean_frontal_left_trimmean,0.001044737773337776
psd_relative_alpha_mean_frontal_mid_trimmean,0.0015436404000672094
psd_relative_alpha_mean_frontal_right_trimmean,0.0030578958630435526
psd_relative_alpha_mean_posterior_left_trimmean,0.0012914610334518206
psd_relative_alpha_mean_posterior_mid_trimmean,0.0017152709172040044
psd_relative_alpha_mean_posterior_right_trimmean,0.0023156485381489343
psd_relative_beta_mean_central_left_trimmean,0.0013574985291438396
psd_relative_beta_mean_central_mid_trimmean,0.00250828333149597
psd_relative_beta_mean_central_right_trimmean,0.0033254276169186934
psd_relative_beta_mean_frontal_left_trimmean,0.0016112687513028295
psd_relative_beta_mean_frontal_mid_trimmean,0.0026404496230187395
psd_relative_beta_mean_frontal_right_trimmean,0.0018243048186141618
psd_relative_beta_mean_posterior_left_trimmean,0.0010633256631951687
psd_relative_beta_mean_posterior_mid_trimmean,0.001497432275782189
psd_relative_beta_mean_posterior_right_trimmean,0.0026871726166371925
psd_relative_delta_mean_central_left_trimmean,0.0009659191725059565
psd_relative_delta_mean_central_mid_trimmean,0.0035109443317713706
psd_relative_delta_mean_central_right_trimmean,0.0011549285575589655
psd_relative_delta_mean_frontal_left_trimmean,0.000988730641265023
psd_relative_delta_mean_frontal_mid_trimmean,0.0030373624359802567
psd_relative_delta_mean_frontal_right_trimmean,0.0014364652175334544
psd_relative_delta_mean_posterior_left_trimmean,0.0015722006830629612
psd_relative_delta_mean_posterior_mid_trimmean,0.0015564682628325538
psd_relative_delta_mean_posterior_right_trimmean,0.0017229525381584582
psd_relative_gamma_mean_central_left_trimmean,0.001025706219350761
psd_relative_gamma_mean_central_mid_trimmean,0.000797023231737991
psd_relative_gamma_mean_central_right_trimmean,0.0012860413224426714
psd_relative_gamma_mean_frontal_left_trimmean,0.001961120354283995
psd_relative_gamma_mean_frontal_mid_trimmean,0.001087901801251402
