subject,auc,minority_ratio,n_trials
02,0.8444444444444444,0.47368421052631576,19
03,0.7395833333333334,0.4,20
04,0.4189560439560439,0.48148148148148145,54
05,0.4391025641025641,0.35135135135135137,37
06,0.5916666666666667,0.45454545454545453,44
08,0.5477272727272726,0.47619047619047616,42
10,0.16666666666666666,0.45454545454545453,11
12,0.5555555555555556,0.47368421052631576,38
15,0.5,0.4,15
18,0.41071428571428575,0.2222222222222222,18
19,0.7,0.45454545454545453,11
21,0.2976190476190476,0.3,20
22,0.43506493506493504,0.44,25
24,0.6263736263736264,0.48148148148148145,27
25,0.7280701754385965,0.4864864864864865,37
26,0.5215384615384615,0.49019607843137253,51
27,0.4666666666666667,0.45454545454545453,22
28,0.4807692307692308,0.38095238095238093,21
29,0.3529411764705882,0.425,40
30,0.4580419580419581,0.37142857142857144,35
31,0.8571428571428571,0.3,10
32,0.6296296296296297,0.46153846153846156,39
34,0.5203703703703704,0.425531914893617,47
35,0.6066666666666666,0.42857142857142855,35
36,0.612781954887218,0.42424242424242425,33
37,0.46581196581196577,0.41935483870967744,31
38,0.3571428571428572,0.4117647058823529,34
39,0.44,0.5,10
40,0.41729323308270677,0.40425531914893614,47
42,0.3854166666666667,0.4,20
43,0.6613636363636364,0.47619047619047616,42
