subject,auc,auprc,mcc,balanced_accuracy,precision,recall,f1
02,0.8444444444444444,0.8781144781144783,0.36666666666666664,0.6833333333333333,0.6666666666666666,0.6666666666666666,0.6666666666666666
03,0.7395833333333334,0.7370287698412699,0.408248290463863,0.7083333333333333,0.6,0.75,0.6666666666666666
04,0.4189560439560439,0.5134794897285077,-0.1459053350827453,0.42719780219780223,0.44,0.39285714285714285,0.41509433962264153
05,0.4391025641025641,0.628585116322482,-0.1105314189275418,0.4423076923076923,0.6,0.5,0.5454545454545454
06,0.5916666666666667,0.5336562209809161,0.16878989451394444,0.5833333333333333,0.5555555555555556,0.5,0.5263157894736842
08,0.5477272727272726,0.6301121263216676,-0.10034266234051957,0.45,0.4782608695652174,0.5,0.4888888888888889
10,0.16666666666666666,0.35194083694083694,-0.04303314829119352,0.48333333333333334,0.4444444444444444,0.8,0.5714285714285714
12,0.5555555555555556,0.5894521258337049,0.2397291919439213,0.6138888888888889,0.6923076923076923,0.45,0.5454545454545454
15,0.5,0.47997557997558,0.1111111111111111,0.5555555555555556,0.4444444444444444,0.6666666666666666,0.5333333333333333
18,0.41071428571428575,0.22086038961038962,0.0944911182523068,0.5535714285714286,0.25,0.75,0.375
19,0.7,0.7847222222222221,0.3105295017040594,0.65,0.75,0.5,0.6
21,0.2976190476190476,0.6182263381981427,-0.2516299559794226,0.369047619047619,0.6153846153846154,0.5714285714285714,0.5925925925925926
22,0.43506493506493504,0.4782303747945459,-0.13636363636363635,0.4318181818181818,0.36363636363636365,0.36363636363636365,0.36363636363636365
24,0.6263736263736264,0.6480254327539394,0.10616016211357263,0.5521978021978022,0.5454545454545454,0.46153846153846156,0.5
25,0.7280701754385965,0.7254287824789922,0.29618895687856867,0.6476608187134503,0.65,0.6842105263157895,0.6666666666666666
26,0.5215384615384615,0.581375827328811,0.02163856337073152,0.5107692307692309,0.5217391304347826,0.46153846153846156,0.4897959183673469
27,0.4666666666666667,0.5059933122433122,-0.18257418583505536,0.4083333333333333,0.36363636363636365,0.4,0.38095238095238093
28,0.4807692307692308,0.5151245915032681,-0.11322770341445958,0.4423076923076923,0.3333333333333333,0.5,0.4
29,0.3529411764705882,0.5396801972870382,-0.3974887357244869,0.29923273657289007,0.3684210526315789,0.30434782608695654,0.3333333333333333
30,0.4580419580419581,0.6412188039023279,-0.08112739143148368,0.458041958041958,0.5882352941176471,0.45454545454545453,0.5128205128205128
31,0.8571428571428571,0.9571428571428571,0.42857142857142855,0.7142857142857143,1.0,0.42857142857142855,0.6
32,0.6296296296296297,0.6685939494116142,0.1349206349206349,0.5674603174603174,0.6111111111111112,0.5238095238095238,0.5641025641025641
34,0.5203703703703704,0.45440484057596175,0.09208243668497165,0.5462962962962963,0.47619047619047616,0.5,0.4878048780487805
35,0.6066666666666666,0.6876607663462952,0.1877669040497027,0.5916666666666667,0.6923076923076923,0.45,0.5454545454545454
36,0.612781954887218,0.6280173784920526,0.13157894736842105,0.5657894736842105,0.5,0.5,0.5
37,0.46581196581196577,0.4890292780983854,0.0379777262656375,0.5192307692307692,0.4375,0.5384615384615384,0.4827586206896552
38,0.3571428571428572,0.5326804530643489,-0.2714285714285714,0.36428571428571427,0.42857142857142855,0.3,0.35294117647058826
39,0.44,0.6222222222222222,0.0,0.5,0.5,0.6,0.5454545454545454
40,0.41729323308270677,0.3622940268538843,-0.07764475599788624,0.4605263157894737,0.36363636363636365,0.42105263157894735,0.3902439024390244
42,0.3854166666666667,0.6547265166750462,-0.28721347895177635,0.35416666666666663,0.4444444444444444,0.3333333333333333,0.38095238095238093
43,0.6613636363636364,0.6568563176946945,0.1409090909090909,0.5704545454545455,0.55,0.55,0.55
