subject,auc,label_std,label_mean
02,0.8444444444444444,13.3346490578896,85.57894736842105
03,0.7395833333333334,9.938097880061568,47.35
04,0.4189560439560439,25.164504190209367,74.74074074074075
05,0.4391025641025641,24.68534719963174,65.45945945945945
06,0.5916666666666667,19.240659027976843,57.27272727272727
08,0.5477272727272726,17.316014755569444,70.0952380952381
10,0.16666666666666666,14.61381662549645,49.81818181818182
12,0.5555555555555556,19.572984109995282,40.078947368421055
15,0.5,13.560446684593924,55.8
18,0.41071428571428575,8.388639999770618,87.61111111111111
19,0.7,7.6740412489710454,56.90909090909091
21,0.2976190476190476,16.643633206598533,61.2
22,0.43506493506493504,10.718830782008519,57.68
24,0.6263736263736264,16.34388286554046,66.25925925925925
25,0.7280701754385965,19.82812786560181,62.891891891891895
26,0.5215384615384615,18.89938270596865,71.66666666666667
27,0.4666666666666667,17.0459018700323,87.9090909090909
28,0.4807692307692308,16.198471415243976,50.904761904761905
29,0.3529411764705882,22.30666222201743,52.05
30,0.4580419580419581,20.481514518579676,50.51428571428571
31,0.8571428571428571,13.226236552146391,54.6
32,0.6296296296296297,19.785318784548505,65.58974358974359
34,0.5203703703703704,22.362541363722915,65.70212765957447
35,0.6066666666666666,22.664227912963558,33.542857142857144
36,0.612781954887218,13.077783034249693,54.18181818181818
37,0.46581196581196577,20.462239022317473,41.354838709677416
38,0.3571428571428572,16.89489897596903,63.6764705882353
39,0.44,14.420664185659254,82.8
40,0.41729323308270677,22.997103948307288,55.787234042553195
42,0.3854166666666667,11.9762923706533,52.8
43,0.6613636363636364,20.831272836548145,76.0952380952381
