subject,true_mean,true_median,perm_mean,perm_median,empirical_p,significant,stars
3,0.10069231642020408,0.1119460909761662,0.002152945105425762,0.0058895876217169,0.332,0,
4,0.2956319314295873,0.29029947670263845,-0.004280019236008798,0.012988115330921,0.038,1,*
5,-0.08466269384085975,-0.08792748455640201,-0.0010133808853901476,-0.009061496814348001,0.688,0,
6,-0.17459376235607832,-0.16698362426804342,-0.0185285036542659,-0.0174240871948259,0.804,0,
7,0.3598189178925926,0.3691763139666642,0.004576180597881079,0.0166666666666666,0.076,0,
8,0.23354781207122502,0.23804058364028324,-0.0001166481530801935,0.0072871560943969,0.094,0,
10,0.19149393603445322,0.1948116526295656,0.00815090030722022,0.01097614304667195,0.166,0,
12,-0.06359999692669022,-0.05134413615167955,0.00044489030289796363,0.0045186338498193,0.604,0,
14,-0.13499999999999998,-0.2,0.0032,0.0,0.686,0,
17,0.015348469228349529,0.01414115380582555,-0.018212261619603053,-0.0074914957130529,0.446,0,
18,0.21013957207995176,0.20827056336520627,-0.016990573613739072,-0.01469980880060885,0.106,0,
19,0.09327092530382482,0.10773502691896256,-0.013504958277186396,0.0,0.42,0,
20,-0.035,0.0,0.008800000000000004,0.0,0.576,0,
21,0.020794557256353895,0.0333333333333333,0.00811093529798922,0.0108588461941744,0.486,0,
22,0.059062076058467756,0.05219528372510075,-0.011544259843379106,-0.006631277275558,0.344,0,
24,0.4184937892669044,0.4149829914261059,0.004260765212250279,0.0091751709536136,0.066,0,
25,0.032538444851837184,0.03918011102528385,0.01906930031784216,0.0291716103514096,0.494,0,
26,-0.17281836781900842,-0.1632455532033676,-0.00882105846255709,-0.0119522860933439,0.802,0,
27,0.4510321976134989,0.46435600167643115,-0.003394617494953924,-0.00047152924789524165,0.002,1,**
28,-0.00528049745497412,-0.00696752766634615,0.008636074033661853,0.0143302933105462,0.524,0,
29,-0.14278842854557414,-0.13900304002278702,0.017750768695739293,0.0230230886194681,0.82,0,
30,0.08858180950353263,0.0922837939936315,0.00787697703987175,0.03255733442360005,0.386,0,
31,0.4588283198450441,0.468171040258511,0.004467510805839219,0.00930688806121895,0.024,1,*
32,0.003925633073848292,0.0049014333302163,0.004771836708801505,0.0085581075886045,0.516,0,
34,-0.11918379855919009,-0.11600608214395275,0.0014726740972090997,0.0,0.69,0,
35,0.026008509032180136,0.03964466094067255,0.005449141860177434,0.0150759147498278,0.48,0,
36,0.10027092530382482,0.1154700538379251,-0.008025466352875165,0.0,0.414,0,
37,-0.04664524306767553,-0.05863108623547185,0.008566755573166801,0.0076691598512247,0.592,0,
38,0.24959959466984014,0.2426559852353256,-0.002992701788833879,0.00917517095361365,0.166,0,
39,-0.15944025597699454,-0.1632455532033676,0.0074337118763376595,-0.007015567979419501,0.76,0,
40,-0.12939597730608743,-0.125691369559489,0.010379660673224354,0.0150759147498277,0.742,0,
41,-0.05013548350762331,-0.0355866959244993,0.011870478273446967,0.0182574185835055,0.6,0,
42,0.2882544028028185,0.29453094601524943,-0.002022564859989864,0.0,0.074,0,
43,0.10218760051762361,0.09239027483754281,0.015101884184908716,0.02178753134751385,0.332,0,
