predictor,estimate,std_error,t_value,p_value,conf_lower,conf_upper,p_fdr,significant_fdr
Intercept,-2.6335685753511293,0.07723608231512534,-34.097645768801385,7.993248659410061e-255,-2.784948514995746,-2.4821886357065126,,
onoff,-0.20734356401914442,0.02352452413065065,-8.813932340037928,1.208309971457393e-18,-0.2534507840686631,-0.16123634396962572,9.666479771659144e-18,True
valence,0.00729189389384936,0.02554042185432392,0.2855040506159401,0.7752580015496231,-0.04276641309058522,0.05735020087828395,0.7752580015496231,False
valence_sq,0.02419464466148081,0.017883420875389723,1.352909201772256,0.17608463935636876,-0.010856216174654813,0.05924550549761643,0.23477951914182502,False
selfother,0.029580832040021262,0.019846084798014016,1.4905122265214445,0.13608960408953902,-0.00931677939821408,0.0684784434782566,0.21774336654326243,False
time,-0.025572341836205086,0.022319858069690442,-1.1457215254845818,0.25191039434648477,-0.06931845979284404,0.01817377612043387,0.28789759353883976,False
time_sq,-0.05911866204551848,0.01867029975706491,-3.1664548943917072,0.0015430927519170337,-0.09571177714993262,-0.02252554694110434,0.006172371007668135,True
confidence,-0.030709576728384726,0.019137487069971214,-1.6046817754129994,0.10856385464560293,-0.06821836214012927,0.006799208683359818,0.21712770929120587,False
time_on_task,0.024206894644662216,0.013548756461160303,1.7866506578707193,0.07399396865150124,-0.002348180054516334,0.050761969343840765,0.19731724973733664,False
subject Var,0.5996867228665437,0.13924412903471597,4.306728958870728,1.6568642193714135e-05,0.3267732448998523,0.872600200833235,,
