predictor,estimate,std_error,t_value,p_value,conf_lower,conf_upper,p_fdr,significant_fdr
Intercept,-1.618369126247552,0.03196822154343869,-50.62430902039697,0.0,-1.6810256891224893,-1.5557125633726145,,
onoff,-0.07408782231004213,0.015517317072805814,-4.774525258614548,1.8013167509923243e-06,-0.10450120490943002,-0.04367443971065424,1.4410534007938594e-05,True
valence,-0.010024188270315494,0.01686340252423501,-0.5944345013356213,0.5522215383021248,-0.04307584987461795,0.023027473333986956,0.6409261701765461,False
valence_sq,0.007976442949514996,0.012118504797744166,0.6582035558544973,0.5104073402227608,-0.015775390000539423,0.03172827589956941,0.6409261701765461,False
selfother,0.011155610481500083,0.013176409087103996,0.8466351042802923,0.3971985409337151,-0.01466967677479004,0.0369808977377902,0.6409261701765461,False
time,-0.008717781573231635,0.014988323329158872,-0.5816382114116607,0.5608103989044778,-0.03809435548702451,0.020658792340561234,0.6409261701765461,False
time_sq,0.0016287751920915625,0.012638365566392851,0.12887546127188307,0.897456193791331,-0.023141966141489587,0.026399516525672715,0.897456193791331,False
confidence,-0.018914794376714037,0.012924926322003897,-1.4634353732843146,0.14334828538369287,-0.044247184470675424,0.0064175957172473465,0.3822620943565143,False
time_on_task,0.04094710554340327,0.00924839316383379,4.427483219844996,9.533898679297301e-06,0.0228205880274226,0.05907362305938394,3.8135594717189205e-05,True
subject Var,0.20798984951929822,0.05136833030918667,4.048989878927435,5.143916901910787e-05,0.10730977216733509,0.3086699268712614,,
