predictor,estimate,std_error,t_value,p_value,conf_lower,conf_upper,p_fdr,significant_fdr
Intercept,-2.58953598516962,0.07534549855111572,-34.36882142883204,7.372891247481025e-259,-2.7372104487270215,-2.441861521612218,,
onoff,-0.2486740343935257,0.024122309513628155,-10.308881670431873,6.424453043571815e-25,-0.29595289226416477,-0.2013951765228866,5.139562434857452e-24,True
valence,-0.022158738652209638,0.026220378146350292,-0.84509607483651,0.39805719969067177,-0.07354973548007732,0.029232258175658034,0.39805719969067177,False
valence_sq,0.03302153971386067,0.01835421769932137,1.7991254247290314,0.07199884267505077,-0.0029520659412168304,0.06899514536893817,0.11519814828008124,False
selfother,0.02202952973460031,0.020354485501682822,1.0822936169415338,0.27912208136704486,-0.017864528772540716,0.06192358824174134,0.3189966644194798,False
time,-0.029723979128119197,0.022932983629669366,-1.2961235052583404,0.19493293810335766,-0.07467180110031779,0.015223842844079401,0.2599105841378102,False
time_sq,-0.04494278276437787,0.01917866691578547,-2.343373653743713,0.01911023360824027,-0.08253227919080727,-0.007353286337948468,0.05096062295530739,False
confidence,-0.046069436240954074,0.01964546634484718,-2.3450416209151306,0.019024955707304537,-0.08457384273634828,-0.007565029745559865,0.05096062295530739,False
time_on_task,0.029455757338562986,0.01391753929070053,2.116448656857383,0.0343066675436647,0.002177881575368818,0.05673363310175715,0.0686133350873294,False
subject Var,0.5389929858972242,0.12665098137385974,4.255734776394478,2.0836358972190835e-05,0.2907616237978059,0.7872243479966425,,
