skew,kurtosis,breusch_pagan_stat,breusch_pagan_p,n,model,family,dispersion,converged
1.392116554540349,1.6119400503635317,4.6728746016419676,0.03064259730770598,2460,glmm_commission_rate,binomial,0.917684380544488,True
