skew,kurtosis,breusch_pagan_stat,breusch_pagan_p,n,model,family
1.2417992259692057,1.7883632193072296,172.93107467609332,1.694422611218633e-39,2460,sensitivity_gaussian_total_errors_legacy,gaussian
