skew,kurtosis,breusch_pagan_stat,breusch_pagan_p,n,model,family,dispersion,converged
2.1276250817259768,15.52567160881921,134.17895718439541,4.992625915980546e-31,2445,glmm_rtcv,Gamma,0.0871717629844007,True
