skew,kurtosis,breusch_pagan_stat,breusch_pagan_p,n,model,family,dispersion,converged
1.6410313441145856,3.26023724001037,130.10409777096072,3.888413903521858e-30,2460,glmm_olre_omission_rate,binomial,0.331032549172696,True
