predictor,estimate,std_error,t_value,p_value,conf_lower,conf_upper
Intercept,0.19363070973443414,0.28420647154049067,0.6813029579688784,0.49567981201465705,-0.3634037386581354,0.7506651581270036
group[T.Risk of Depression],-0.09315279008858272,0.22209012893427665,-0.41943687698136967,0.6748968779637579,-0.528441444121622,0.3421358639444565
condition_type[T.inclusion],-0.05841009260021495,0.19139300402450488,-0.3051840525620072,0.7602259776264128,-0.43353348738117414,0.3167133021807442
time_on_task,-0.005318824996701142,0.0075117062340467515,-0.7080714861549842,0.4789008656634599,-0.020041498677877776,0.009403848684475493
subject_id Var,0.2973295256133669,0.1269294563970079,2.342478523530302,0.019156136433439934,0.04855236249798425,0.5461066887287496
