predictor,estimate,std_error,t_value,p_value,conf_lower,conf_upper
Intercept,-0.03537303437797501,0.1090672245384438,-0.32432322842786554,0.7456933355578472,-0.24914086636706806,0.17839479761111804
condition_type[T.inclusion],0.062315419694937986,0.08279810027871068,0.7526189548452809,0.4516789239755532,-0.09996587483967076,0.22459671422954672
subject_id Var,0.2626350423176662,0.1046908937333408,2.50867131755152,0.012118618757893104,0.05744466109100821,0.4678254235443242
