predictor,estimate,std_error,t_value,p_value,conf_lower,conf_upper
Intercept,0.11767013249938664,0.16733204600241022,0.7032133731137892,0.48192278639718966,-0.21029465112473694,0.4456349161235102
group[T.Risk of Depression],-0.10459905331557301,0.26265073363548097,-0.398243903101906,0.6904504066025088,-0.6193850317541387,0.41018692512299265
time_on_task,-0.0031137192523091944,0.00470441447128776,-0.6618717953770902,0.5080533889304029,-0.012334202184382245,0.006106763679763857
group[T.Risk of Depression]:time_on_task,-0.0002668488589359954,0.006525773758248039,-0.04089152778223739,0.9673823716501802,-0.013057130396358746,0.012523432678486756
subject_id Var,0.28175855738953837,0.11519254443672451,2.445979110603889,0.014445937007499198,0.055985319006028544,0.5075317957730482
