predictor,estimate,std_error,t_value,p_value,conf_lower,conf_upper
Intercept,-0.1840153342300589,0.1432382576534613,-1.2846800655398243,0.19890410709663653,-0.4647571604391118,0.09672649197899402
group[T.Risk of Depression],-0.04636708285878633,0.1794107760128243,-0.2584409024320368,0.7960666529013607,-0.39800574228230456,0.3052715765647319
time_on_task,0.001893279705879302,0.0037433518031455026,0.5057712460497026,0.6130172462427859,-0.005443555009748953,0.009230114421507557
subject_id Var,0.12173866199818326,0.05870286476533322,2.0738112609126977,0.038096842932830666,0.006683161268804819,0.2367941627275617
