predictor,estimate,std_error,t_value,p_value,conf_lower,conf_upper
Intercept,0.048524983546627334,0.1234876855261381,0.39295402889672154,0.6943534353699768,-0.19350643261881145,0.29055639971206615
group[T.Risk of Depression],-0.20121204366303694,0.19067754689389868,-1.0552477045186663,0.2913120516072879,-0.5749331682355256,0.17250908090945175
time_on_task,-0.00410202554104915,0.004143778045272546,-0.9899240490761736,0.322211243763191,-0.012223681269711127,0.004019630187612826
group[T.Risk of Depression]:time_on_task,0.009871765673780732,0.00585964486424971,1.6847037495410992,0.09204574274103805,-0.0016129272223437928,0.021356458569905257
subject_id Var,0.07127527978496236,0.04574000118069839,1.5582701780742296,0.11916921519500383,-0.018373475182026033,0.16092403475195075
