predictor,estimate,std_error,t_value,p_value,conf_lower,conf_upper
Intercept,0.5214648990005166,0.35457531216958865,1.4706745819661209,0.14137914338931148,-0.1734899426589238,1.216419740659957
group[T.Risk of Depression],-0.4256616901222691,0.8528840767815357,-0.4990850476755957,0.6177194707262492,-2.097283763601773,1.2459603833572348
condition_type[T.inclusion],-1.2600838051299592,0.3804086516685121,-3.312447810014572,0.0009248337975776982,-2.0056710618076856,-0.5144965484522327
group[T.Risk of Depression]:condition_type[T.inclusion],0.9993416349801253,0.8085035085263488,1.2360387115717224,0.2164441745042993,-0.5852961231057908,2.5839793930660413
time_on_task,-0.015300932650908195,0.009895488699051389,-1.5462533601170185,0.1220433911051876,-0.034695734110472026,0.0040938688086556395
group[T.Risk of Depression]:time_on_task,0.008251182277902308,0.02038541793188683,0.40475904420854797,0.6856546364257674,-0.03170350267839287,0.04820586723419749
condition_type[T.inclusion]:time_on_task,0.043782290283693064,0.017252582766935167,2.537723822290682,0.0111575995877517,0.00996784942020374,0.07759673114718238
group[T.Risk of Depression]:condition_type[T.inclusion]:time_on_task,-0.0364711869229022,0.027124871730446386,-1.3445662447857778,0.17876535022287465,-0.08963495859984577,0.016692584754041367
subject_id Var,0.21033130132158262,0.1473562672064685,1.4273658345788343,0.153474473363142,-0.07848167529935629,0.49914427794252153
