predictor,estimate,std_error,t_value,p_value,conf_lower,conf_upper
Intercept,-0.26781018241222815,0.1674298154463751,-1.599536986278308,0.10970133718883374,-0.5959665906253113,0.06034622580085508
group[T.Risk of Depression],0.13712526701834957,0.2599699275175414,0.527465881641626,0.5978701034037548,-0.37240642797951984,0.646656962016219
time_on_task,0.005653946748658361,0.005351063625330039,1.0566024148721724,0.2906930779347604,-0.00483394523597085,0.01614183873328757
group[T.Risk of Depression]:time_on_task,-0.0073998932389479875,0.007511719781221575,-0.9851130572584536,0.3245685403278574,-0.02212259347209937,0.007322806994203394
subject_id Var,0.12591505236984063,0.06043335880400713,2.083535564822712,0.03720243341700417,0.0074678456492000556,0.2443622590904812
