predictor,estimate,std_error,t_value,p_value,conf_lower,conf_upper
Intercept,-0.015122372571466603,0.07050870019716558,-0.21447527084146298,0.8301764492949806,-0.15331688555464335,0.12307214041171015
condition_type[T.inclusion],-0.014740933613314532,0.07691659239334132,-0.1916482927107761,0.8480177114935789,-0.165494684517811,0.13601281729118195
subject_id Var,0.06154467933738829,0.04136467191065059,1.4878560978394162,0.13678884772482322,-0.01952858783980249,0.14261794651457907
