predictor,estimate,std_error,t_value,p_value,conf_lower,conf_upper
Intercept,-0.0531965836430394,0.32314288295092986,-0.1646224826530295,0.8692411340550659,-0.6865449960873041,0.5801518288012254
group[T.Risk of Depression],0.5362148760044078,0.7274460586915541,0.7371197762331534,0.46104951373375,-0.8895531997266487,1.961982951735464
condition_type[T.inclusion],-0.10886133469549013,0.3305866612062808,-0.32929742022338404,0.7419308938510956,-0.756799284429145,0.5390766150381648
group[T.Risk of Depression]:condition_type[T.inclusion],0.306764835694163,0.6878457712336367,0.44597909665707014,0.6556123454680978,-1.041388102841942,1.654917774230268
time_on_task,0.0018031808744796622,0.008994178798240745,0.2004831030079548,0.8411027715854801,-0.01582508564058594,0.01943144738954527
group[T.Risk of Depression]:time_on_task,-0.015408695532698247,0.017378005719123058,-0.8866780102242832,0.375252280658511,-0.049468960865310524,0.01865156979991403
condition_type[T.inclusion]:time_on_task,0.01703056506747594,0.014828062638322868,1.1485360888253022,0.2507473236818559,-0.012031903664140857,0.046093033799092735
group[T.Risk of Depression]:condition_type[T.inclusion]:time_on_task,-0.04776249156368757,0.023212610757886252,-2.0576096356356963,0.039627620951376764,-0.09325837263629164,-0.0022666104910835094
subject_id Var,0.2954924003819613,0.121798379314805,2.426078261831545,0.015262978475326728,0.056771963549595184,0.5342128372143273
