predictor,estimate,std_error,t_value,p_value,conf_lower,conf_upper
Intercept,-0.1415849053346195,0.11585982218616556,-1.2220362733434758,0.22169391010075756,-0.36866598407471873,0.08549617340547969
group[T.Risk of Depression],-0.03698714144444747,0.1782177616033978,-0.20753903040684524,0.8355889142948775,-0.3862875355924525,0.31231325270355753
subject_id Var,0.1216168202152681,0.058476739389215236,2.0797469470005656,0.03754874954495834,0.007004517079071473,0.23622912335146473
