predictor,estimate,std_error,t_value,p_value,conf_lower,conf_upper
Intercept,0.2325602234905705,0.2908739218288904,0.799522425483631,0.4239875486270983,-0.33754218733597374,0.8026626343171147
group[T.Risk of Depression],-0.14028594656953872,0.22503683850634393,-0.6233910301116498,0.5330275910144997,-0.5813500452367292,0.3007781520976518
condition_type[T.inclusion],-0.425370955967003,0.20753265634801826,-2.049657935538032,0.040397822548236276,-0.8321274880250467,-0.018614423908959343
group[T.Risk of Depression]:condition_type[T.inclusion],0.2977787529205101,0.19810159480513853,1.5031618155998108,0.13279732151809479,-0.09049323817750848,0.6860507440185286
time_on_task,-0.007154335460141655,0.007924029351274911,-0.902865845517165,0.366597099485245,-0.02268514760107877,0.008376476680795459
subject_id Var,0.13156783950206433,0.06389036758998344,2.0592750435621405,0.0394678978080856,0.006345020066671647,0.256790658937457
