predictor,estimate,std_error,t_value,p_value,conf_lower,conf_upper
Intercept,-0.0458271439799524,0.0776078825622639,-0.5904959968877621,0.5548581687638483,-0.19793579871840372,0.10628151075849894
group[T.Risk of Depression],0.05206382644462624,0.1178570601757056,0.44175398883195954,0.6586672369710822,-0.17893176682352666,0.28305941971277915
subject_id Var,0.06705688870748092,0.044868936090326494,1.4945058775739064,0.13504344683722305,-0.02088461005418843,0.15499838746915026
