predictor,estimate,std_error,t_value,p_value,conf_lower,conf_upper
Intercept,-0.10967893318920162,0.091682609844255,-1.1962893876550604,0.231583648652802,-0.28937354649257885,0.0700156801141756
group[T.Risk of Depression],0.22088921726137306,0.14151610468905107,1.5608768892185527,0.11855280116942839,-0.05647725116156688,0.498255685684313
condition_type[T.inclusion],0.1260189970881736,0.1055022576008031,1.1944673029178319,0.23229522349196519,-0.08076162809706766,0.33279962227341486
group[T.Risk of Depression]:condition_type[T.inclusion],-0.3049476797281457,0.1548772688869915,-1.9689634374341616,0.048957289841051056,-0.6085015487705749,-0.001393810685716479
subject_id Var,0.057733059772077856,0.041085341511010544,1.4051984880448385,0.15996226363039967,-0.022792729882031258,0.13825884942618696
