predictor,estimate,std_error,t_value,p_value,conf_lower,conf_upper
Intercept,-0.03700870577421191,0.24626892215613294,-0.15027761298581,0.8805455946527949,-0.5196869237117306,0.4456695121633068
group[T.Risk of Depression],-0.6755453919980006,0.6189488065017882,-1.0914398491469566,0.2750793859774152,-1.8886627610155562,0.5375719770195551
condition_type[T.inclusion],-0.06067374269296238,0.29915605064559453,-0.2028163647769291,0.8392785665199157,-0.647008827715568,0.5256613423296433
group[T.Risk of Depression]:condition_type[T.inclusion],1.20017776463731,0.6378691959907383,1.8815421283562597,0.059898210125977326,-0.050022886352058205,2.450378415626678
time_on_task,-0.002043193458681155,0.0068413214987349215,-0.2986547933844327,0.7652034532109235,-0.015451937202861185,0.011365550285498877
group[T.Risk of Depression]:time_on_task,0.0213521849214939,0.014804827438815123,1.4422447684539024,0.14923333521394744,-0.007664743655914113,0.05036911349890191
condition_type[T.inclusion]:time_on_task,0.009385435039981476,0.01366529209326556,0.6868082274367736,0.492203584469206,-0.017398045301038986,0.036168915381001934
group[T.Risk of Depression]:condition_type[T.inclusion]:time_on_task,-0.05736786866035316,0.021685385873819456,-2.6454622017869096,0.008157940064652848,-0.09987044396389294,-0.014865293356813379
subject_id Var,0.07247969106708504,0.04885572018731872,1.4835456480671898,0.1379294977463606,-0.023275760938826107,0.1682351430729962
