predictor,estimate,std_error,t_value,p_value,conf_lower,conf_upper
Intercept,0.19979055255102518,0.28528329964485694,0.7003233375375991,0.4837254004637831,-0.3593544401436428,0.7589355452456932
group[T.Risk of Depression],-0.008060982629570078,0.2459194494638297,-0.032778955251994826,0.9738508604693578,-0.4900542466765942,0.4739322814174541
condition_type[T.inclusion],-0.01983740901065027,0.19773271935644915,-0.10032436247887602,0.9200868166021988,-0.40738641751445664,0.36771159949315607
group[T.Risk of Depression]:condition_type[T.inclusion],-0.13842961535851914,0.1685486477023847,-0.821303625069432,0.4114733433646036,-0.46877889449812293,0.19191966378108463
time_on_task,-0.006504286734038844,0.007681557173977175,-0.8467406525428761,0.39713969417359185,-0.021559862140219384,0.008551288672141697
subject_id Var,0.29973345301401594,0.12821386224760362,2.3377616722533303,0.01939961490210258,0.04843890068993312,0.5510280053380987
