predictor,estimate,std_error,t_value,p_value,conf_lower,conf_upper
Intercept,-0.07610741972913405,0.2095673110887324,-0.36316455717136914,0.7164819620429076,-0.486851801799951,0.33463696234168294
group[T.Risk of Depression],0.04577504344152746,0.12560566655398514,0.3644345410312632,0.7155335462523718,-0.20040753925843063,0.29195762614148557
condition_type[T.inclusion],0.008868382477269834,0.14625704835756226,0.060635590399642385,0.9516494286201789,-0.27779016478868523,0.2955269297432249
time_on_task,0.0011300948981146136,0.005564620581866897,0.2030857057527314,0.8390680440846973,-0.009776361029974824,0.012036550826204051
subject_id Var,0.07146985240587556,0.04698002352520004,1.5212817500514701,0.12818914802043746,-0.020609301696360993,0.1635490065081121
