predictor,estimate,std_error,t_value,p_value,conf_lower,conf_upper,p_fdr,significant_fdr
Intercept,0.16998654112132505,0.02095365574050666,8.112500426009898,4.958859821789907e-16,0.12891813052548104,0.21105495171716906,,
onoff,-0.055857338012762395,0.014995901689820698,-3.724840237561618,0.0001954389563359892,-0.08524876524051431,-0.02646591078501049,0.0015635116506879136,True
valence,-0.03129933669854757,0.015957486751233915,-1.9614201901892443,0.049830026655228,-0.06257543601474111,-2.3237382354025782e-05,0.199320106620912,False
valence_sq,0.014115421786076564,0.011485729216574534,1.2289530355379823,0.2190894149851147,-0.008396193814588972,0.0366270373867421,0.29211921998015294,False
selfother,-0.010062879241080652,0.012330671884442958,-0.8160852332610136,0.41445138900735956,-0.03423055203976949,0.014104793557608183,0.4736587302941252,False
time,-0.00016098792545209917,0.014259053157114218,-0.011290225492411328,0.9909918947680108,-0.02810821856703812,0.027786242716133922,0.9909918947680108,False
time_sq,0.019178315400167133,0.011890511331686731,1.612909223597417,0.10676423101093103,-0.004126658567704257,0.042483289368038524,0.2847046160291494,False
confidence,-0.01701148641564703,0.012893880813603079,-1.3193457161244941,0.18705356075979096,-0.042283028431261076,0.008260055599967016,0.29211921998015294,False
time_on_task,0.011921817375896194,0.009226588713243321,1.2921154010890608,0.1963171831152648,-0.006161964202224476,0.030005598954016863,0.29211921998015294,False
subject Var,0.12066290512887332,0.035614513655823375,3.388026193336591,0.0007039754110438338,0.05085974103654957,0.19046606922119708,,
