Group,Inclusion_Exclusion,N,Mean_Raw,SD_Raw,SE_Raw,Mean_Normalized,SD_Normalized,SE_Normalized
Controls,inclusion,104,77.5673076923077,18.93512912581275,1.856742171248429,1.1028730861094211,16.273066851417035,1.5957054888726032
Controls,exclusion,130,73.33846153846154,18.56167337674653,1.627966448683333,-0.29132308499717496,14.379961700330133,1.2612060726602488
Risk of Depression,inclusion,105,58.695238095238096,26.72837868457844,2.608422670807612,-7.939303335345315,22.36179652409248,2.182287885912211
Risk of Depression,exclusion,104,73.22115384615384,22.944829030486098,2.24992559543267,3.533876898963106,18.398872385961667,1.8041578716177304
