channel,coefficient,std_err,effect_size,t_statistic,p_value,p_corrected,significant,converged,method_used,marker,formula,z_scored,fdr_alpha,fdr_method
AF3,0.0009030060652054617,0.0039367601125254075,0.22937797564357784,0.22937797564357784,0.8185751527482013,0.9807506875572527,False,True,lbfgs,theta_alpha_ratio,mean ~ onoff_label,False,0.05,indep
AF4,0.0006798774530485774,0.004727046075095949,0.14382712633804345,0.14382712633804345,0.8856369818571266,0.9807506875572527,False,True,lbfgs,theta_alpha_ratio,mean ~ onoff_label,False,0.05,indep
AF7,-0.0008712154621827483,0.0034585934025839985,-0.251898781028103,-0.251898781028103,0.8011193018126825,0.9807506875572527,False,True,lbfgs,theta_alpha_ratio,mean ~ onoff_label,False,0.05,indep
AF8,-0.00033884305012978966,0.0048762162388944555,-0.06948893025437543,-0.06948893025437543,0.9446004437319793,0.9955664768512658,False,True,lbfgs,theta_alpha_ratio,mean ~ onoff_label,False,0.05,indep
AFz,0.0018378064689992834,0.004277007087696914,0.4296945109784484,0.4296945109784484,0.6674178768074119,0.9807506875572527,False,True,lbfgs,theta_alpha_ratio,mean ~ onoff_label,False,0.05,indep
C1,0.0014428601931531272,0.0015657619594671654,0.9215067363394994,0.9215067363394994,0.3567859258755345,0.8645197434676413,False,True,lbfgs,theta_alpha_ratio,mean ~ onoff_label,False,0.05,indep
C2,0.0015744389687617822,0.0012906162292346617,1.2199125759447702,1.2199125759447702,0.22249801792611235,0.7834661006973404,False,True,lbfgs,theta_alpha_ratio,mean ~ onoff_label,False,0.05,indep
C3,0.0005461990903669599,0.0008363752738460317,0.6530550429298198,0.6530550429298198,0.5137207938886769,0.9807506875572527,False,True,lbfgs,theta_alpha_ratio,mean ~ onoff_label,False,0.05,indep
C4,0.0018363955440797962,0.0012805170128352725,1.4341047605558308,1.4341047605558308,0.15154236959554945,0.7343976372707397,False,True,lbfgs,theta_alpha_ratio,mean ~ onoff_label,False,0.05,indep
C5,0.055354952812194824,357130.38227150287,1.5499928194323179e-07,1.5499928194323179e-07,0.999999876328466,0.999999876328466,False,False,nm,theta_alpha_ratio,mean ~ onoff_label,False,0.05,indep
C6,0.0013783965513807744,0.0009121677925612817,1.5111217065780915,1.5111217065780915,0.13075744522865484,0.7018594459592231,False,True,lbfgs,theta_alpha_ratio,mean ~ onoff_label,False,0.05,indep
CP1,0.00189791852543819,0.001082802184171121,1.7527841679512646,1.7527841679512646,0.07963906173193414,0.7018594459592231,False,True,lbfgs,theta_alpha_ratio,mean ~ onoff_label,False,0.05,indep
CP2,0.0023025152649982427,0.0010360037668219568,2.222497001204382,2.222497001204382,0.026249736468941878,0.7018594459592231,False,True,lbfgs,theta_alpha_ratio,mean ~ onoff_label,False,0.05,indep
CP3,-0.00801895558834076,33697.08561181591,-2.379717842877458e-07,-2.379717842877458e-07,0.9999998101259874,0.999999876328466,False,False,nm,theta_alpha_ratio,mean ~ onoff_label,False,0.05,indep
CP4,0.002026623074289676,0.001219847717279315,1.6613738301775494,1.6613738301775494,0.09663839035111438,0.7018594459592231,False,True,lbfgs,theta_alpha_ratio,mean ~ onoff_label,False,0.05,indep
CP5,0.0014674431020221025,0.0009664505399389602,1.51838406765729,1.51838406765729,0.12891760574434666,0.7018594459592231,False,True,lbfgs,theta_alpha_ratio,mean ~ onoff_label,False,0.05,indep
CP6,0.0016409986894099244,0.0010470486521908754,1.5672611640120548,1.5672611640120548,0.11705365901582876,0.7018594459592231,False,True,lbfgs,theta_alpha_ratio,mean ~ onoff_label,False,0.05,indep
CPz,0.001516556842266346,0.0012512994084506908,1.2119855823668024,1.2119855823668024,0.22551789963810853,0.7834661006973404,False,True,lbfgs,theta_alpha_ratio,mean ~ onoff_label,False,0.05,indep
Cz,0.0018166295144080127,0.0018478043210983874,0.9831287294144633,0.9831287294144633,0.3255440862105182,0.8383462262762782,False,False,nm,theta_alpha_ratio,mean ~ onoff_label,False,0.05,indep
F1,0.0009351574262216349,0.0021982360630904783,0.4254126487702628,0.4254126487702628,0.6705358868815082,0.9807506875572527,False,True,lbfgs,theta_alpha_ratio,mean ~ onoff_label,False,0.05,indep
F2,-0.0005868964733384034,0.00183183839575389,-0.3203865988936579,-0.3203865988936579,0.7486752831235772,0.9807506875572527,False,True,lbfgs,theta_alpha_ratio,mean ~ onoff_label,False,0.05,indep
F3,0.000840783156818443,0.0020925587420412535,0.4017966807461157,0.4017966807461157,0.6878336651556278,0.9807506875572527,False,True,lbfgs,theta_alpha_ratio,mean ~ onoff_label,False,0.05,indep
F4,3.362053350178056e-05,0.0022656209281368624,0.014839434560409216,0.014839434560409216,0.988160278809968,0.999999876328466,False,True,lbfgs,theta_alpha_ratio,mean ~ onoff_label,False,0.05,indep
F5,0.0007163191500782986,0.0017020602125773676,0.4208541770643958,0.4208541770643958,0.6738615676951099,0.9807506875572527,False,True,lbfgs,theta_alpha_ratio,mean ~ onoff_label,False,0.05,indep
F6,0.0011752679041654092,0.0030571252501513575,0.38443564067491903,0.38443564067491903,0.7006555888076951,0.9807506875572527,False,True,lbfgs,theta_alpha_ratio,mean ~ onoff_label,False,0.05,indep
F7,0.0024706537521082127,0.0020841948503393273,1.1854235949704828,1.1854235949704828,0.23585000727418903,0.7834661006973404,False,True,lbfgs,theta_alpha_ratio,mean ~ onoff_label,False,0.05,indep
F8,0.0016588069811238066,0.003133670981784972,0.5293494405653693,0.5293494405653693,0.5965630644417101,0.9807506875572527,False,True,lbfgs,theta_alpha_ratio,mean ~ onoff_label,False,0.05,indep
FC1,0.00028273167598234127,0.002218537040050075,0.12744059300265714,0.12744059300265714,0.8985916895752326,0.9807506875572527,False,True,lbfgs,theta_alpha_ratio,mean ~ onoff_label,False,0.05,indep
