channel,coefficient,std_err,effect_size,t_statistic,p_value,p_corrected,significant,converged,method_used,marker,formula,z_scored,fdr_alpha,fdr_method
AF3,-0.7718577727150474,0.30700987768270055,-2.5141138081321746,-2.5141138081321746,0.011933191816527244,0.12940052529396748,False,True,lbfgs,p2,mean ~ onoff_label,False,0.05,indep
AF4,-0.5435835568138188,0.28721350881987434,-1.892611385332598,-1.892611385332598,0.05840956856030696,0.2875547990661266,False,True,lbfgs,p2,mean ~ onoff_label,False,0.05,indep
AF7,-0.7641121310170265,0.2988464796407148,-2.5568717822464317,-2.5568717822464317,0.01056181396606819,0.12940052529396748,False,True,lbfgs,p2,mean ~ onoff_label,False,0.05,indep
AF8,-0.4038323690136993,0.34390215334112284,-1.174265310904089,-1.174265310904089,0.2402887732400324,0.35510986902020475,False,True,lbfgs,p2,mean ~ onoff_label,False,0.05,indep
AFz,-0.4455203155915105,0.31649170625549483,-1.407684014417283,-1.407684014417283,0.15922465738563418,0.3378920377807437,False,True,lbfgs,p2,mean ~ onoff_label,False,0.05,indep
C1,-0.38129770991546863,0.313968553667753,-1.2144455406797348,-1.2144455406797348,0.22457763398051445,0.35510986902020475,False,True,lbfgs,p2,mean ~ onoff_label,False,0.05,indep
C2,-0.46208822921665343,0.332137513413072,-1.3912557617120611,-1.3912557617120611,0.16414788345456066,0.3378920377807437,False,True,lbfgs,p2,mean ~ onoff_label,False,0.05,indep
C3,-0.41485776889115256,0.309069413240889,-1.342280248766681,-1.342280248766681,0.1795051450710201,0.3378920377807437,False,True,lbfgs,p2,mean ~ onoff_label,False,0.05,indep
C4,-0.32644116183393707,0.30107654705589687,-1.0842463985523625,-1.0842463985523625,0.2782555642854473,0.35510986902020475,False,True,lbfgs,p2,mean ~ onoff_label,False,0.05,indep
C5,-0.296976805789856,0.2788628255398999,-1.0649565972620627,-1.0649565972620627,0.2868955711967296,0.35510986902020475,False,True,lbfgs,p2,mean ~ onoff_label,False,0.05,indep
C6,-0.2353826986466781,0.24122468724369966,-0.9757819621873128,-0.9757819621873128,0.3291725252971419,0.39013040035216817,False,True,lbfgs,p2,mean ~ onoff_label,False,0.05,indep
CP1,-0.4015857356651211,0.2831200125408206,-1.418429351076763,-1.418429351076763,0.1560654514510078,0.3378920377807437,False,True,lbfgs,p2,mean ~ onoff_label,False,0.05,indep
CP2,-0.3786085343391467,0.28027559820151576,-1.350843729417109,-1.350843729417109,0.17674549672012496,0.3378920377807437,False,True,lbfgs,p2,mean ~ onoff_label,False,0.05,indep
CP3,-0.3419857265204268,0.28082466414415286,-1.2177909214729044,-1.2177909214729044,0.22330343513923434,0.35510986902020475,False,True,lbfgs,p2,mean ~ onoff_label,False,0.05,indep
CP4,-0.31682115145940226,0.2582698151373672,-1.2267060759341664,-1.2267060759341664,0.21993308322731164,0.35510986902020475,False,True,lbfgs,p2,mean ~ onoff_label,False,0.05,indep
CP5,-0.11179130768971729,0.22776263925938459,-0.49082372795305196,-0.49082372795305196,0.6235511262404636,0.6626873992448064,False,True,lbfgs,p2,mean ~ onoff_label,False,0.05,indep
CP6,-0.2011391023651954,0.2376640809434804,-0.8463167911899522,-0.8463167911899522,0.3973760431935587,0.45414404936406705,False,True,lbfgs,p2,mean ~ onoff_label,False,0.05,indep
CPz,-0.4769434185802142,0.30842698713044675,-1.5463738209733728,-1.5463738209733728,0.12201431285016784,0.3378920377807437,False,True,lbfgs,p2,mean ~ onoff_label,False,0.05,indep
Cz,-0.3927906440703612,0.3410084151513754,-1.151850296409839,-1.151850296409839,0.2493825956555027,0.35510986902020475,False,True,lbfgs,p2,mean ~ onoff_label,False,0.05,indep
F1,-0.5576490752869732,0.3279007807925229,-1.7006640665482955,-1.7006640665482955,0.0890060863134625,0.3378920377807437,False,True,lbfgs,p2,mean ~ onoff_label,False,0.05,indep
F2,-0.4928888327298296,0.3155977821056321,-1.5617626633537536,-1.5617626633537536,0.11834391050797326,0.3378920377807437,False,True,lbfgs,p2,mean ~ onoff_label,False,0.05,indep
F3,-0.49679993616122275,0.3465535820512242,-1.4335443691584482,-1.4335443691584482,0.15170232861968316,0.3378920377807437,False,True,lbfgs,p2,mean ~ onoff_label,False,0.05,indep
F4,-0.6539114542175606,0.31305108054817193,-2.0888330845960374,-2.0888330845960374,0.036722751087398565,0.21365964269031892,False,True,lbfgs,p2,mean ~ onoff_label,False,0.05,indep
F5,-0.6405010798297704,0.25983881213107907,-2.4649938728424505,-2.4649938728424505,0.013701559451431283,0.12940052529396748,False,True,lbfgs,p2,mean ~ onoff_label,False,0.05,indep
F6,-0.2961595842151103,0.26023515585790136,-1.1380460231776874,-1.1380460231776874,0.25510126513748077,0.35510986902020475,False,True,lbfgs,p2,mean ~ onoff_label,False,0.05,indep
F7,-0.5552127726797723,0.22630784569920354,-2.4533518533764487,-2.4533518533764487,0.014153182454027692,0.12940052529396748,False,True,lbfgs,p2,mean ~ onoff_label,False,0.05,indep
F8,-0.5260606688406259,0.20722845999872705,-2.5385541582650246,-2.5385541582650246,0.011131157302470801,0.12940052529396748,False,True,lbfgs,p2,mean ~ onoff_label,False,0.05,indep
FC1,-0.4406418015284423,0.33421254339682016,-1.318447826792831,-1.318447826792831,0.18735377944125975,0.3425897681211607,False,True,lbfgs,p2,mean ~ onoff_label,False,0.05,indep
FC2,-0.37857103676708515,0.3457643571490245,-1.0948816121145795,-1.0948816121145795,0.27356850579570535,0.35510986902020475,False,True,lbfgs,p2,mean ~ onoff_label,False,0.05,indep
FC3,-0.5644930238238574,0.34027258999415855,-1.6589435659027016,-1.6589435659027016,0.09712716469263662,0.3378920377807437,False,True,lbfgs,p2,mean ~ onoff_label,False,0.05,indep
FC4,-0.3917411218009395,0.2798988015331809,-1.3995812760009267,-1.3995812760009267,0.16163874418978186,0.3378920377807437,False,True,lbfgs,p2,mean ~ onoff_label,False,0.05,indep
FC5,-0.4574152736682523,0.26980894124433064,-1.695330301355844,-1.695330301355844,0.09001277967975033,0.3378920377807437,False,True,lbfgs,p2,mean ~ onoff_label,False,0.05,indep
FC6,-0.5633534166132597,0.2435662847143309,-2.3129367731416286,-2.3129367731416286,0.020726115642970385,0.16580892514376308,False,True,lbfgs,p2,mean ~ onoff_label,False,0.05,indep
FT10,-0.17602449725428607,0.36114785547231293,-0.4874028589317785,-0.4874028589317785,0.625972867930861,0.6626873992448064,False,True,lbfgs,p2,mean ~ onoff_label,False,0.05,indep
FT7,-0.2082156398368419,0.21946609777281853,-0.948737148697916,-0.948737148697916,0.34275431513388754,0.39884138488306914,False,True,lbfgs,p2,mean ~ onoff_label,False,0.05,indep
FT8,-0.27237526456182093,0.23612613751678377,-1.153515944597453,-1.153515944597453,0.24869867690433134,0.35510986902020475,False,True,lbfgs,p2,mean ~ onoff_label,False,0.05,indep
FT9,-0.28905633328064767,0.260489498570909,-1.1096659745074613,-1.1096659745074613,0.26714299020697385,0.35510986902020475,False,True,lbfgs,p2,mean ~ onoff_label,False,0.05,indep
Fp1,-0.8997842091120456,0.31289953764100165,-2.875632913668262,-2.875632913668262,0.004032183428874938,0.12902986972399802,False,True,lbfgs,p2,mean ~ onoff_label,False,0.05,indep
Fp2,-0.4928262639965744,0.27936644120629756,-1.7640854136544193,-1.7640854136544193,0.07771759987028201,0.3378920377807437,False,True,lbfgs,p2,mean ~ onoff_label,False,0.05,indep
Fz,-0.5054252952301791,0.34358996580434714,-1.4710129675847023,-1.4710129675847023,0.14128760997617115,0.3378920377807437,False,True,lbfgs,p2,mean ~ onoff_label,False,0.05,indep
Iz,-0.1456233158741033,0.30373473898878633,-0.47944241201688687,-0.47944241201688687,0.631623927405206,0.6626873992448064,False,True,lbfgs,p2,mean ~ onoff_label,False,0.05,indep
O1,-0.35840687339063293,0.18603675115883214,-1.9265380155162823,-1.9265380155162823,0.05403722982047266,0.2875547990661266,False,True,lbfgs,p2,mean ~ onoff_label,False,0.05,indep
O2,-0.3292475428210605,0.22336953790281885,-1.4740037782784234,-1.4740037782784234,0.14048057388229565,0.3378920377807437,False,False,nm,p2,mean ~ onoff_label,False,0.05,indep
Oz,-0.2857686211958062,0.18775376070436592,-1.522039399497158,-1.522039399497158,0.12799920881826857,0.3378920377807437,False,False,nm,p2,mean ~ onoff_label,False,0.05,indep
P1,-0.339954934327826,0.27677976209676297,-1.2282506920031848,-1.2282506920031848,0.21935287458579622,0.35510986902020475,False,True,lbfgs,p2,mean ~ onoff_label,False,0.05,indep
