channel,coefficient,std_err,effect_size,t_statistic,p_value,p_corrected,significant,converged,method_used,marker,formula,z_scored,fdr_alpha,fdr_method
AF3,-0.43965285090931017,0.2028512482426567,-2.1673657653976295,-2.1673657653976295,0.03020697550420075,0.10174981222467622,False,True,lbfgs,p1,mean ~ onoff_label,False,0.05,indep
AF4,-0.48894804587285484,0.196328395089182,-2.490460158097613,-2.490460158097613,0.012757779877359673,0.08164979121510191,False,True,lbfgs,p1,mean ~ onoff_label,False,0.05,indep
AF7,-0.43115609264098126,0.21304921928427387,-2.0237393691909524,-2.0237393691909524,0.04299697553969043,0.13258026242423213,False,True,lbfgs,p1,mean ~ onoff_label,False,0.05,indep
AF8,-0.3400155480402551,0.2056781111476873,-1.653144061577397,-1.653144061577397,0.09830154778922401,0.19064542601546475,False,True,lbfgs,p1,mean ~ onoff_label,False,0.05,indep
AFz,-0.2303486741781496,0.17918231736712562,-1.2855547219326868,-1.2855547219326868,0.19859850728966844,0.28245121036752846,False,True,lbfgs,p1,mean ~ onoff_label,False,0.05,indep
C1,-0.20141164215197535,0.17201968382469365,-1.1708639248356905,-1.1708639248356905,0.24165347778176893,0.3104996802149539,False,True,lbfgs,p1,mean ~ onoff_label,False,0.05,indep
C2,-0.3407594082335879,0.2492803962432577,-1.3669723466784822,-1.3669723466784822,0.1716339734304796,0.26169973678735375,False,True,lbfgs,p1,mean ~ onoff_label,False,0.05,indep
C3,-0.22548930661139963,0.21340332312243665,-1.0566344671307148,-1.0566344671307148,0.29067844382582164,0.3382440073609561,False,True,lbfgs,p1,mean ~ onoff_label,False,0.05,indep
C4,-0.3571997922911586,0.20016211821734992,-1.7845524191709756,-1.7845524191709756,0.07433394504319225,0.15857908275881014,False,True,lbfgs,p1,mean ~ onoff_label,False,0.05,indep
C5,-0.2165769181885301,0.16215903885325145,-1.335583386039461,-1.335583386039461,0.18168548346194613,0.2642697941264671,False,True,lbfgs,p1,mean ~ onoff_label,False,0.05,indep
C6,-0.3729467091615767,0.158811403822049,-2.348362272393676,-2.348362272393676,0.018856171338499695,0.09049323219456655,False,True,lbfgs,p1,mean ~ onoff_label,False,0.05,indep
CP1,-0.19387777407882748,0.17120714027946532,-1.132416403675433,-1.132416403675433,0.25745941164096353,0.31838997340556424,False,True,lbfgs,p1,mean ~ onoff_label,False,0.05,indep
CP2,-0.3450120139655202,0.17089538879961033,-2.018849170764208,-2.018849170764208,0.04350289860795117,0.13258026242423213,False,True,lbfgs,p1,mean ~ onoff_label,False,0.05,indep
CP3,-0.13050591981113302,0.17400496580206395,-0.750012617223738,-0.750012617223738,0.45324710575297633,0.5089090310208857,False,True,lbfgs,p1,mean ~ onoff_label,False,0.05,indep
CP4,-0.4594919691338884,0.19241206875947114,-2.3880621007629528,-2.3880621007629528,0.01693747949636538,0.09033322398061537,False,True,lbfgs,p1,mean ~ onoff_label,False,0.05,indep
CP5,-0.13322671498663194,0.12387490002607716,-1.0754940263006154,-1.0754940263006154,0.28215360527997435,0.33440427292441405,False,True,nm,p1,mean ~ onoff_label,False,0.05,indep
CP6,-0.5077993009308563,0.17349966168679282,-2.9268028305873703,-2.9268028305873703,0.003424659173849146,0.039141932012243065,True,True,lbfgs,p1,mean ~ onoff_label,False,0.05,indep
CPz,-0.2823346894211823,0.16481996305491284,-1.7129884280286922,-1.7129884280286922,0.08671466852354297,0.17342933704708594,False,False,nm,p1,mean ~ onoff_label,False,0.05,indep
Cz,-0.2096992019097847,0.17944977763809844,-1.1685676330716395,-1.1685676330716395,0.24257787516793272,0.3104996802149539,False,True,lbfgs,p1,mean ~ onoff_label,False,0.05,indep
F1,-0.2507632999459822,0.18347540429503081,-1.3667406860853761,-1.3667406860853761,0.1717066002029639,0.26169973678735375,False,True,lbfgs,p1,mean ~ onoff_label,False,0.05,indep
F2,-0.2757252311387248,0.17832603805398906,-1.5461860429784668,-1.5461860429784668,0.12205964326527084,0.21131791490371155,False,True,lbfgs,p1,mean ~ onoff_label,False,0.05,indep
F3,-0.31225227248592413,0.1907539333041052,-1.6369375303424172,-1.6369375303424172,0.10164352306570029,0.19132898459425937,False,True,lbfgs,p1,mean ~ onoff_label,False,0.05,indep
F4,-0.37323190184327104,0.18938858086449492,-1.9707201993889676,-1.9707201993889676,0.048755888786157574,0.1418353128324584,False,False,nm,p1,mean ~ onoff_label,False,0.05,indep
F5,-0.3783823163262314,0.19700979106536978,-1.9206269611274318,-1.9206269611274318,0.054778753640959583,0.15242783621832232,False,True,lbfgs,p1,mean ~ onoff_label,False,0.05,indep
F6,-0.35336094877019514,0.19173822129281734,-1.842934321532857,-1.842934321532857,0.06533860043509851,0.15589116622998736,False,True,lbfgs,p1,mean ~ onoff_label,False,0.05,indep
F7,-0.4075484691252822,0.18010230325958362,-2.2628720552111856,-2.2628720552111856,0.023643577485360476,0.09500668636424275,False,True,lbfgs,p1,mean ~ onoff_label,False,0.05,indep
F8,-0.4091754447402869,0.23352365653636806,-1.7521798468266254,-1.7521798468266254,0.07974288787569807,0.16463047819498955,False,True,lbfgs,p1,mean ~ onoff_label,False,0.05,indep
