channel,coefficient,std_err,effect_size,t_statistic,p_value,p_corrected,significant,converged,method_used,marker,formula,z_scored,fdr_alpha,fdr_method
AF3,0.05417612539590599,0.20423597440939606,0.26526240322044636,0.26526240322044636,0.7908073252166683,0.995038668544942,False,True,lbfgs,std,mean ~ onoff_label,False,0.05,indep
AF4,0.06590733879087492,0.21383512649576125,0.30821567939251254,0.30821567939251254,0.7579182224204899,0.995038668544942,False,True,lbfgs,std,mean ~ onoff_label,False,0.05,indep
AF7,0.059536258853880406,0.17126238984723285,0.3476318350280358,0.3476318350280358,0.7281166948300551,0.995038668544942,False,True,lbfgs,std,mean ~ onoff_label,False,0.05,indep
AF8,0.011129865020419643,0.15928107883722495,0.06987562553989009,0.06987562553989009,0.9442926536993732,0.995038668544942,False,True,lbfgs,std,mean ~ onoff_label,False,0.05,indep
AFz,0.04428880916926309,0.22143699670334088,0.20000636672559644,0.20000636672559644,0.8414756018019061,0.995038668544942,False,True,lbfgs,std,mean ~ onoff_label,False,0.05,indep
C1,-0.032778190201550775,0.21902581067129706,-0.14965446355882978,-0.14965446355882978,0.8810372362873008,0.995038668544942,False,True,lbfgs,std,mean ~ onoff_label,False,0.05,indep
C2,0.08084335182167084,0.20600013067373438,0.39244320650316267,0.39244320650316267,0.6947307670163548,0.995038668544942,False,True,lbfgs,std,mean ~ onoff_label,False,0.05,indep
C3,-0.00689872107750751,0.18074799871080766,-0.03816762081302651,-0.03816762081302651,0.9695540369239115,0.995038668544942,False,True,lbfgs,std,mean ~ onoff_label,False,0.05,indep
C4,0.17364922169665595,0.19034023336578632,0.9123095975349866,0.9123095975349866,0.3616057634480724,0.995038668544942,False,True,lbfgs,std,mean ~ onoff_label,False,0.05,indep
C5,-0.03876308849726681,0.1448773940154871,-0.26755788065267877,-0.26755788065267877,0.7890396555354422,0.995038668544942,False,True,lbfgs,std,mean ~ onoff_label,False,0.05,indep
C6,0.1802287832865631,0.13872647802394117,1.2991664306179498,1.2991664306179498,0.19388681921220363,0.995038668544942,False,True,lbfgs,std,mean ~ onoff_label,False,0.05,indep
CP1,0.01794756880139177,0.22889351440925038,0.07841012379801376,0.07841012379801376,0.9375018207002335,0.995038668544942,False,True,lbfgs,std,mean ~ onoff_label,False,0.05,indep
CP2,0.17331025275289355,0.20937936386277547,0.8277332090209178,0.8277332090209178,0.4078216075590241,0.995038668544942,False,True,lbfgs,std,mean ~ onoff_label,False,0.05,indep
CP3,0.04992773351654005,0.1942923326243088,0.25697222758183796,0.25697222758183796,0.7972002124881188,0.995038668544942,False,True,lbfgs,std,mean ~ onoff_label,False,0.05,indep
CP4,0.1235206687896703,0.17832765172418505,0.6926613320783064,0.6926613320783064,0.48852211091559605,0.995038668544942,False,True,lbfgs,std,mean ~ onoff_label,False,0.05,indep
CP5,0.05627870214157754,0.1422146031321751,0.3957308244166162,0.3957308244166162,0.6923036133425993,0.995038668544942,False,True,lbfgs,std,mean ~ onoff_label,False,0.05,indep
CP6,0.10394260519635273,0.13211394871841825,0.7867648057200329,0.7867648057200329,0.4314195594372061,0.995038668544942,False,True,lbfgs,std,mean ~ onoff_label,False,0.05,indep
CPz,0.07278750962009295,0.23584857743311902,0.30861966780670425,0.30861966780670425,0.7576108579910026,0.995038668544942,False,True,lbfgs,std,mean ~ onoff_label,False,0.05,indep
