channel,coefficient,std_err,effect_size,t_statistic,p_value,p_corrected,significant,converged,method_used,marker,formula,z_scored,fdr_alpha,fdr_method
AF3,,,,,,,False,False,,n1_lat,mean ~ onoff_label,False,0.05,indep
AF4,,,,,,,False,False,,n1_lat,mean ~ onoff_label,False,0.05,indep
AF7,,,,,,,False,False,,n1_lat,mean ~ onoff_label,False,0.05,indep
AF8,,,,,,,False,False,,n1_lat,mean ~ onoff_label,False,0.05,indep
AFz,0.0001512132718826945,0.0003359859490473349,0.4500583203299107,0.4500583203299107,0.652668389024885,0.8804899474544409,False,True,lbfgs,n1_lat,mean ~ onoff_label,False,0.05,indep
C1,,,,,,,False,False,,n1_lat,mean ~ onoff_label,False,0.05,indep
C2,,,,,,,False,False,,n1_lat,mean ~ onoff_label,False,0.05,indep
C3,-6.380197267914828e-05,0.0003238160594290296,-0.1970315270701751,-0.1970315270701751,0.8438028663105058,0.8804899474544409,False,False,nm,n1_lat,mean ~ onoff_label,False,0.05,indep
C4,0.00016039138567567325,0.00033297468302299037,0.48169243445033616,0.48169243445033616,0.6300244512900828,0.8804899474544409,False,True,lbfgs,n1_lat,mean ~ onoff_label,False,0.05,indep
C5,0.0001723203070304777,0.0003855210654044615,0.44698026254334866,0.44698026254334866,0.6548893108892515,0.8804899474544409,False,True,lbfgs,n1_lat,mean ~ onoff_label,False,0.05,indep
C6,,,,,,,False,False,,n1_lat,mean ~ onoff_label,False,0.05,indep
CP1,,,,,,,False,False,,n1_lat,mean ~ onoff_label,False,0.05,indep
CP2,,,,,,,False,False,,n1_lat,mean ~ onoff_label,False,0.05,indep
CP3,,,,,,,False,False,,n1_lat,mean ~ onoff_label,False,0.05,indep
CP4,0.0002000902243513777,0.0005507506427543633,0.3633045680177601,0.3633045680177601,0.716377381359163,0.8804899474544409,False,True,lbfgs,n1_lat,mean ~ onoff_label,False,0.05,indep
CP5,,,,,,,False,False,,n1_lat,mean ~ onoff_label,False,0.05,indep
CP6,0.00014383298684338337,0.00038249620120303103,0.3760376871482602,0.3760376871482602,0.7068888784240268,0.8804899474544409,False,True,lbfgs,n1_lat,mean ~ onoff_label,False,0.05,indep
CPz,,,,,,,False,False,,n1_lat,mean ~ onoff_label,False,0.05,indep
Cz,,,,,,,False,False,,n1_lat,mean ~ onoff_label,False,0.05,indep
