channel,coefficient,std_err,effect_size,t_statistic,p_value,p_corrected,significant,converged,method_used,marker,formula,z_scored,fdr_alpha,fdr_method
AF3,4.13650885672358,5.779695005371553,0.7156967370906556,0.7156967370906556,0.47417862601054317,0.8912184467226859,False,True,lbfgs,var,mean ~ onoff_label,False,0.05,indep
AF4,3.9219056185364627,5.486980396004783,0.7147657428104003,0.7147657428104003,0.47475380650791776,0.8912184467226859,False,True,lbfgs,var,mean ~ onoff_label,False,0.05,indep
AF7,2.8870504517641375,4.112555110884879,0.7020089394359375,0.7020089394359375,0.48267358853858044,0.8912184467226859,False,True,lbfgs,var,mean ~ onoff_label,False,0.05,indep
AF8,1.8128139033539385,4.302069150441633,0.4213818606722866,0.4213818606722866,0.6734762626592488,0.8992676405664894,False,True,lbfgs,var,mean ~ onoff_label,False,0.05,indep
AFz,7.182020159583491,4.816985474167317,1.4909781642688062,1.4909781642688062,0.1359672278688895,0.8912184467226859,False,True,lbfgs,var,mean ~ onoff_label,False,0.05,indep
C1,0.5002326405373422,4.562084120452936,0.10965002558691919,0.10965002558691919,0.9126869351362743,0.9445852974359544,False,True,lbfgs,var,mean ~ onoff_label,False,0.05,indep
C2,2.2395861927514846,4.051365821279329,0.5527978196854795,0.5527978196854795,0.5804018616549684,0.8912184467226859,False,True,lbfgs,var,mean ~ onoff_label,False,0.05,indep
C3,1.195426476577282,3.733198444250979,0.3202150902045417,0.3202150902045417,0.7488052846590181,0.8992676405664894,False,True,lbfgs,var,mean ~ onoff_label,False,0.05,indep
C4,3.657075846406432,4.312217639052858,0.8480731151616173,0.8480731151616173,0.39639725309264373,0.8912184467226859,False,True,lbfgs,var,mean ~ onoff_label,False,0.05,indep
C5,1.5537078947411573,2.211564872011122,0.7025377886963217,0.7025377886963217,0.4823438440288227,0.8912184467226859,False,True,lbfgs,var,mean ~ onoff_label,False,0.05,indep
C6,3.199850938534977,2.8015022197846644,1.142191113016834,1.142191113016834,0.253374589177483,0.8912184467226859,False,True,lbfgs,var,mean ~ onoff_label,False,0.05,indep
CP1,0.8068548419502662,4.9616638015515555,0.1626177980253228,0.1626177980253228,0.8708193727334262,0.9445852974359544,False,True,lbfgs,var,mean ~ onoff_label,False,0.05,indep
CP2,3.8145875148330144,4.671744863191574,0.8165230821759861,0.8165230821759861,0.4142010273971478,0.8912184467226859,False,True,lbfgs,var,mean ~ onoff_label,False,0.05,indep
CP3,1.4415548519023162,3.656579537577401,0.39423588003158594,0.39423588003158594,0.693406897853716,0.8992676405664894,False,True,lbfgs,var,mean ~ onoff_label,False,0.05,indep
CP4,3.3849501514206057,3.5854626544564825,0.9440762539287214,0.9440762539287214,0.345130682894797,0.8912184467226859,False,True,lbfgs,var,mean ~ onoff_label,False,0.05,indep
CP5,1.449634193220374,2.744549568953276,0.5281865591421034,0.5281865591421034,0.5973698573350684,0.8912184467226859,False,True,lbfgs,var,mean ~ onoff_label,False,0.05,indep
CP6,1.928207029992386,2.4565121934118426,0.7849368853790646,0.7849368853790646,0.43249057434761407,0.8912184467226859,False,True,lbfgs,var,mean ~ onoff_label,False,0.05,indep
CPz,2.1940750751759177,5.064902348979353,0.43319197962781136,0.43319197962781136,0.6648753050813556,0.8992676405664894,False,True,lbfgs,var,mean ~ onoff_label,False,0.05,indep
Cz,2.0483373280405455,4.9459959923456145,0.41414051511779154,0.41414051511779154,0.6787712028201643,0.8992676405664894,False,True,lbfgs,var,mean ~ onoff_label,False,0.05,indep
F1,2.5050860216260498,4.820435608333727,0.5196804241706237,0.5196804241706237,0.6032863331661259,0.8912184467226859,False,True,lbfgs,var,mean ~ onoff_label,False,0.05,indep
F2,2.5432018410671846,3.8871494094652603,0.6542588342178086,0.6542588342178086,0.5129450626035998,0.8912184467226859,False,True,lbfgs,var,mean ~ onoff_label,False,0.05,indep
F3,2.730927482220767,4.363477957625037,0.6258602675988221,0.6258602675988221,0.5314065974297544,0.8912184467226859,False,True,lbfgs,var,mean ~ onoff_label,False,0.05,indep
F4,3.447345660969776,4.01591116470211,0.8584217926109159,0.8584217926109159,0.39065959830172337,0.8912184467226859,False,True,lbfgs,var,mean ~ onoff_label,False,0.05,indep
F5,2.8689450191584682,3.416332195234893,0.8397734339652563,0.8397734339652563,0.4010354313799037,0.8912184467226859,False,True,lbfgs,var,mean ~ onoff_label,False,0.05,indep
F6,4.051107880045743,4.097912852989703,0.9885783386267445,0.9885783386267445,0.3228694886636594,0.8912184467226859,False,True,lbfgs,var,mean ~ onoff_label,False,0.05,indep
F7,3.021735758600844,2.8574992695571435,1.0574756014090438,1.0574756014090438,0.29029458406089603,0.8912184467226859,False,False,nm,var,mean ~ onoff_label,False,0.05,indep
F8,1.9715954579040709,4.432979484952142,0.4447562783894444,0.4447562783894444,0.6564958937493235,0.8992676405664894,False,True,lbfgs,var,mean ~ onoff_label,False,0.05,indep
FC1,0.6065155569683516,4.2676686295973365,0.1421187092085867,0.1421187092085867,0.8869862403636982,0.9445852974359544,False,True,lbfgs,var,mean ~ onoff_label,False,0.05,indep
FC2,3.549838481554895,4.472923041334954,0.7936283385048891,0.7936283385048891,0.42741182985803605,0.8912184467226859,False,True,lbfgs,var,mean ~ onoff_label,False,0.05,indep
FC3,1.3803000569146218,3.996582751905428,0.3453700680303802,0.3453700680303802,0.7298161766116834,0.8992676405664894,False,True,lbfgs,var,mean ~ onoff_label,False,0.05,indep
FC4,3.708028102412973,3.8264194413142034,0.9690594978629503,0.9690594978629503,0.33251550424179166,0.8912184467226859,False,True,lbfgs,var,mean ~ onoff_label,False,0.05,indep
FC5,2.643118882491828,2.8635393116182706,0.9230251778866355,0.9230251778866355,0.355994084431298,0.8912184467226859,False,False,nm,var,mean ~ onoff_label,False,0.05,indep
FC6,3.6788825755976933,2.926832584062868,1.2569501226786504,1.2569501226786504,0.20877169707022336,0.8912184467226859,False,True,lbfgs,var,mean ~ onoff_label,False,0.05,indep
FCz,0.40681543069566434,4.634600565539111,0.08777788397139728,0.08777788397139728,0.9300532159369398,0.9445852974359544,False,True,lbfgs,var,mean ~ onoff_label,False,0.05,indep
FT10,2.199172165228962,1.91384338648182,1.1490867961101332,1.1490867961101332,0.25052019239404066,0.8912184467226859,False,True,lbfgs,var,mean ~ onoff_label,False,0.05,indep
FT7,2.713227298209801,3.666288581163415,0.740047390745444,0.740047390745444,0.459271239145171,0.8912184467226859,False,True,lbfgs,var,mean ~ onoff_label,False,0.05,indep
