channel,coefficient,std_err,effect_size,t_statistic,p_value,p_corrected,significant,converged,method_used,marker,formula,z_scored,fdr_alpha,fdr_method
AF3,7.6404788554335e-16,,,,,,False,False,nm,sef90,mean ~ onoff_label,False,0.05,indep
AF4,7.6404788554335e-16,,,,,,False,False,nm,sef90,mean ~ onoff_label,False,0.05,indep
AF7,-0.0018236527783207182,0.002429584733168481,-0.7506026661364669,-0.7506026661364669,0.4528918161290768,0.5666507548378171,False,False,nm,sef90,mean ~ onoff_label,False,0.05,indep
AF8,7.6404788554335e-16,,,,,,False,False,nm,sef90,mean ~ onoff_label,False,0.05,indep
AFz,7.6404788554335e-16,,,,,,False,False,nm,sef90,mean ~ onoff_label,False,0.05,indep
C1,7.6404788554335e-16,,,,,,False,False,nm,sef90,mean ~ onoff_label,False,0.05,indep
C2,7.6404788554335e-16,,,,,,False,False,nm,sef90,mean ~ onoff_label,False,0.05,indep
C3,7.6404788554335e-16,,,,,,False,False,nm,sef90,mean ~ onoff_label,False,0.05,indep
C4,7.6404788554335e-16,,,,,,False,False,nm,sef90,mean ~ onoff_label,False,0.05,indep
C5,7.6404788554335e-16,,,,,,False,False,nm,sef90,mean ~ onoff_label,False,0.05,indep
C6,7.6404788554335e-16,,,,,,False,False,nm,sef90,mean ~ onoff_label,False,0.05,indep
CP1,7.6404788554335e-16,,,,,,False,False,nm,sef90,mean ~ onoff_label,False,0.05,indep
CP2,7.6404788554335e-16,,,,,,False,False,nm,sef90,mean ~ onoff_label,False,0.05,indep
CP3,7.6404788554335e-16,,,,,,False,False,nm,sef90,mean ~ onoff_label,False,0.05,indep
CP4,7.6404788554335e-16,,,,,,False,False,nm,sef90,mean ~ onoff_label,False,0.05,indep
CP5,7.6404788554335e-16,,,,,,False,False,nm,sef90,mean ~ onoff_label,False,0.05,indep
CP6,7.6404788554335e-16,,,,,,False,False,nm,sef90,mean ~ onoff_label,False,0.05,indep
CPz,7.6404788554335e-16,,,,,,False,False,nm,sef90,mean ~ onoff_label,False,0.05,indep
Cz,7.6404788554335e-16,,,,,,False,False,nm,sef90,mean ~ onoff_label,False,0.05,indep
F1,7.6404788554335e-16,,,,,,False,False,nm,sef90,mean ~ onoff_label,False,0.05,indep
F2,7.6404788554335e-16,,,,,,False,False,nm,sef90,mean ~ onoff_label,False,0.05,indep
F3,7.6404788554335e-16,,,,,,False,False,nm,sef90,mean ~ onoff_label,False,0.05,indep
F4,7.6404788554335e-16,,,,,,False,False,nm,sef90,mean ~ onoff_label,False,0.05,indep
F5,7.6404788554335e-16,,,,,,False,False,nm,sef90,mean ~ onoff_label,False,0.05,indep
F6,7.6404788554335e-16,,,,,,False,False,nm,sef90,mean ~ onoff_label,False,0.05,indep
F7,7.6404788554335e-16,,,,,,False,False,nm,sef90,mean ~ onoff_label,False,0.05,indep
F8,7.6404788554335e-16,,,,,,False,False,nm,sef90,mean ~ onoff_label,False,0.05,indep
FC1,7.6404788554335e-16,,,,,,False,False,nm,sef90,mean ~ onoff_label,False,0.05,indep
FC2,7.6404788554335e-16,,,,,,False,False,nm,sef90,mean ~ onoff_label,False,0.05,indep
FC3,7.6404788554335e-16,,,,,,False,False,nm,sef90,mean ~ onoff_label,False,0.05,indep
FC4,7.6404788554335e-16,,,,,,False,False,nm,sef90,mean ~ onoff_label,False,0.05,indep
FC5,7.6404788554335e-16,,,,,,False,False,nm,sef90,mean ~ onoff_label,False,0.05,indep
FC6,7.6404788554335e-16,,,,,,False,False,nm,sef90,mean ~ onoff_label,False,0.05,indep
FCz,7.6404788554335e-16,,,,,,False,False,nm,sef90,mean ~ onoff_label,False,0.05,indep
FT10,0.008703842000329753,0.012993304114113105,0.6698713371047622,0.6698713371047622,0.5029398130118086,0.5666507548378171,False,True,lbfgs,sef90,mean ~ onoff_label,False,0.05,indep
FT7,7.6404788554335e-16,,,,,,False,False,nm,sef90,mean ~ onoff_label,False,0.05,indep
