channel,coefficient,std_err,effect_size,t_statistic,p_value,p_corrected,significant,converged,method_used,marker,formula,z_scored,fdr_alpha,fdr_method
AF3,,,,,,,False,False,,n1_amp,mean ~ onoff_label,False,0.05,indep
AF4,,,,,,,False,False,,n1_amp,mean ~ onoff_label,False,0.05,indep
AF7,,,,,,,False,False,,n1_amp,mean ~ onoff_label,False,0.05,indep
AF8,,,,,,,False,False,,n1_amp,mean ~ onoff_label,False,0.05,indep
AFz,-1.382740044953984,0.39340414468449664,-3.514808025377866,-3.514808025377866,0.00044007198847289186,0.003667266570607432,True,True,lbfgs,n1_amp,mean ~ onoff_label,False,0.05,indep
C1,,,,,,,False,False,,n1_amp,mean ~ onoff_label,False,0.05,indep
C2,,,,,,,False,False,,n1_amp,mean ~ onoff_label,False,0.05,indep
C3,-1.06154445425637,0.3837732330963154,-2.766072155923273,-2.766072155923273,0.005673597947431396,0.01418399486857849,True,True,lbfgs,n1_amp,mean ~ onoff_label,False,0.05,indep
C4,-1.1565213154406926,0.38027245004224436,-3.041296615918968,-3.041296615918968,0.0023556164788730675,0.007361301496478336,True,True,lbfgs,n1_amp,mean ~ onoff_label,False,0.05,indep
C5,-0.7207723276604184,0.4100842905098299,-1.7576199438518632,-1.7576199438518632,0.0788121975786538,0.10946138552590806,False,True,lbfgs,n1_amp,mean ~ onoff_label,False,0.05,indep
C6,,,,,,,False,False,,n1_amp,mean ~ onoff_label,False,0.05,indep
CP1,,,,,,,False,False,,n1_amp,mean ~ onoff_label,False,0.05,indep
CP2,,,,,,,False,False,,n1_amp,mean ~ onoff_label,False,0.05,indep
CP3,,,,,,,False,False,,n1_amp,mean ~ onoff_label,False,0.05,indep
CP4,-0.9752649758287868,0.3134420491359616,-3.111468223606931,-3.111468223606931,0.0018615950810615088,0.006648553860933959,True,True,lbfgs,n1_amp,mean ~ onoff_label,False,0.05,indep
CP5,,,,,,,False,False,,n1_amp,mean ~ onoff_label,False,0.05,indep
CP6,-0.7003902673142,0.27647233449803477,-2.5333104977242433,-2.5333104977242433,0.011299081654628543,0.0235397534471428,True,False,nm,n1_amp,mean ~ onoff_label,False,0.05,indep
CPz,,,,,,,False,False,,n1_amp,mean ~ onoff_label,False,0.05,indep
Cz,,,,,,,False,False,,n1_amp,mean ~ onoff_label,False,0.05,indep
F1,-1.5051265246136905,0.4775284693068357,-3.1519095119050844,-3.1519095119050844,0.0016220653222968702,0.006648553860933959,True,True,lbfgs,n1_amp,mean ~ onoff_label,False,0.05,indep
F2,,,,,,,False,False,,n1_amp,mean ~ onoff_label,False,0.05,indep
F3,-1.722159042757095,0.6427718681154411,-2.6792694705297793,-2.6792694705297793,0.007378298928075755,0.01676886120017217,True,True,lbfgs,n1_amp,mean ~ onoff_label,False,0.05,indep
F4,,,,,,,False,False,,n1_amp,mean ~ onoff_label,False,0.05,indep
F5,,,,,,,False,False,,n1_amp,mean ~ onoff_label,False,0.05,indep
F6,,,,,,,False,False,,n1_amp,mean ~ onoff_label,False,0.05,indep
F7,,,,,,,False,False,,n1_amp,mean ~ onoff_label,False,0.05,indep
F8,-1.1807036801183461,0.35123446821941107,-3.3615826092010357,-3.3615826092010357,0.0007749717128920666,0.004843573205575416,True,True,lbfgs,n1_amp,mean ~ onoff_label,False,0.05,indep
FC1,,,,,,,False,False,,n1_amp,mean ~ onoff_label,False,0.05,indep
