channel,coefficient,std_err,effect_size,t_statistic,p_value,p_corrected,significant,converged,method_used,marker,formula,z_scored,fdr_alpha,fdr_method
AF3,0.5846540080990323,0.23223187826133407,2.517544156625699,2.517544156625699,0.011817615546024927,0.2651626220813129,False,True,lbfgs,mad,mean ~ onoff_label,False,0.05,indep
AF4,0.5561747725700028,0.2318228573193379,2.39913690565839,2.39913690565839,0.016433769094562616,0.2651626220813129,False,True,lbfgs,mad,mean ~ onoff_label,False,0.05,indep
AF7,0.4357034327911069,0.24067632157642713,1.8103294496826878,1.8103294496826878,0.07024471273063394,0.3005767078697323,False,True,lbfgs,mad,mean ~ onoff_label,False,0.05,indep
AF8,0.24233039190337025,0.20451252467412787,1.1849171207949327,1.1849171207949327,0.23605021743109433,0.3946396249895982,False,True,lbfgs,mad,mean ~ onoff_label,False,0.05,indep
AFz,0.23509416372015468,0.21927110076791348,1.0721620993228336,1.0721620993228336,0.2836472304612737,0.3946396249895982,False,True,lbfgs,mad,mean ~ onoff_label,False,0.05,indep
C1,0.3148306023061079,0.18700875955120533,1.6835072488671492,1.6835072488671492,0.09227693729044201,0.31532319012222,False,True,lbfgs,mad,mean ~ onoff_label,False,0.05,indep
C2,0.2704978821238893,0.183376659117058,1.4750943954716598,1.4750943954716598,0.1401871670218358,0.3516146718731701,False,True,lbfgs,mad,mean ~ onoff_label,False,0.05,indep
C3,0.323886616558927,0.17859119363304019,1.8135643195511209,1.8135643195511209,0.06974482783334782,0.3005767078697323,False,True,lbfgs,mad,mean ~ onoff_label,False,0.05,indep
C4,0.3094083276573704,0.23559067249826207,1.313330126258088,1.313330126258088,0.18907173124641308,0.3946396249895982,False,True,lbfgs,mad,mean ~ onoff_label,False,0.05,indep
C5,0.23431658991052934,0.21689534452633988,1.0803209742571207,1.0803209742571207,0.2799992728682753,0.3946396249895982,False,True,lbfgs,mad,mean ~ onoff_label,False,0.05,indep
C6,0.2470516931049462,0.21385608476026585,1.1552240535119347,1.1552240535119347,0.2479986870927856,0.3946396249895982,False,True,lbfgs,mad,mean ~ onoff_label,False,0.05,indep
CP1,0.23041312352045037,0.20067435366668254,1.1481941728496285,1.1481941728496285,0.25088841430958575,0.3946396249895982,False,True,lbfgs,mad,mean ~ onoff_label,False,0.05,indep
CP2,0.21852736330884176,0.18582149788422478,1.1760068980016198,1.1760068980016198,0.23959211959484483,0.3946396249895982,False,True,lbfgs,mad,mean ~ onoff_label,False,0.05,indep
CP3,0.21616162245199882,0.17803700082105364,1.2141387546135116,1.2141387546135116,0.22469474315222449,0.3946396249895982,False,True,lbfgs,mad,mean ~ onoff_label,False,0.05,indep
CP4,0.1448797721554907,0.2075937414730868,0.6979004816206053,0.6979004816206053,0.4852394331840788,0.5972177639188663,False,True,lbfgs,mad,mean ~ onoff_label,False,0.05,indep
CP5,0.24046163652814187,0.1804002100105489,1.3329343492121262,1.3329343492121262,0.182553349096783,0.3946396249895982,False,True,lbfgs,mad,mean ~ onoff_label,False,0.05,indep
CP6,0.15660997299890458,0.20274607377978046,0.7724439249512266,0.7724439249512266,0.4398515466757452,0.5519705683774058,False,True,lbfgs,mad,mean ~ onoff_label,False,0.05,indep
CPz,0.2480114230656351,0.20875257899593702,1.1880639954654748,1.1880639954654748,0.23480819792898544,0.3946396249895982,False,True,lbfgs,mad,mean ~ onoff_label,False,0.05,indep
Cz,0.3690594027914689,0.2003371865027897,1.8421912039097632,1.8421912039097632,0.06544718662946311,0.3005767078697323,False,True,lbfgs,mad,mean ~ onoff_label,False,0.05,indep
F1,0.2878274981840869,0.2185327688007116,1.3170907949579307,1.3170907949579307,0.18780819215438782,0.3946396249895982,False,True,lbfgs,mad,mean ~ onoff_label,False,0.05,indep
F2,0.35896280243335055,0.20676352098314207,1.7361031613628675,1.7361031613628675,0.08254559550199606,0.31532319012222,False,True,lbfgs,mad,mean ~ onoff_label,False,0.05,indep
F3,0.47166532080780527,0.30750671639828125,1.5338374599821962,1.5338374599821962,0.12506964478645805,0.3516146718731701,False,True,lbfgs,mad,mean ~ onoff_label,False,0.05,indep
F4,0.3518933140915645,0.3055142250420196,1.151806643514442,1.151806643514442,0.24940053728795286,0.3946396249895982,False,True,lbfgs,mad,mean ~ onoff_label,False,0.05,indep
F5,0.5066778536159214,0.21488905405880804,2.3578578994407993,2.3578578994407993,0.018380727475771998,0.2651626220813129,False,True,lbfgs,mad,mean ~ onoff_label,False,0.05,indep
F6,0.5363891221110465,0.2424132946229885,2.2127050537606108,2.2127050537606108,0.02691798675156224,0.2651626220813129,False,True,lbfgs,mad,mean ~ onoff_label,False,0.05,indep
F7,0.575988259316266,0.18662425010577335,3.0863527059844156,3.0863527059844156,0.002026283098284384,0.12968211829020057,False,True,lbfgs,mad,mean ~ onoff_label,False,0.05,indep
F8,0.3555932367534754,0.16692022241651996,2.130318493502574,2.130318493502574,0.033145327760164114,0.2651626220813129,False,True,lbfgs,mad,mean ~ onoff_label,False,0.05,indep
FC1,0.28965721653889626,0.1975503182615417,1.4662452538062327,1.4662452538062327,0.14258148409274546,0.3516146718731701,False,True,lbfgs,mad,mean ~ onoff_label,False,0.05,indep
FC2,0.36623265984945724,0.24695192236977592,1.483011981988442,1.483011981988442,0.13807122733867938,0.3516146718731701,False,True,lbfgs,mad,mean ~ onoff_label,False,0.05,indep
FC3,0.42655940361370803,0.23579565397329383,1.809021482906636,1.809021482906636,0.0704476659069685,0.3005767078697323,False,True,lbfgs,mad,mean ~ onoff_label,False,0.05,indep
FC4,0.29310590265971204,0.2549109421276434,1.1498364888273136,1.1498364888273136,0.25021122336776747,0.3946396249895982,False,True,lbfgs,mad,mean ~ onoff_label,False,0.05,indep
FC5,0.19015781499950754,0.23085892617022513,0.8236970437057894,0.8236970437057894,0.4101117196358478,0.5334200843107788,False,True,lbfgs,mad,mean ~ onoff_label,False,0.05,indep
FC6,0.23334102647040758,0.24757298284268345,0.9425140974234683,0.9425140974234683,0.3459294970026777,0.47105293208875265,False,True,lbfgs,mad,mean ~ onoff_label,False,0.05,indep
FT10,0.42282149515756834,0.25218280831696066,1.6766467864301728,1.6766467864301728,0.09361157206753405,0.31532319012222,False,True,lbfgs,mad,mean ~ onoff_label,False,0.05,indep
FT7,0.19114867911141692,0.17731433538304875,1.0780215750660098,1.0780215750660098,0.28102412796253917,0.3946396249895982,False,True,lbfgs,mad,mean ~ onoff_label,False,0.05,indep
FT8,0.4200108491156613,0.19674816675643084,2.134763723799388,2.134763723799388,0.03278031484564664,0.2651626220813129,False,True,lbfgs,mad,mean ~ onoff_label,False,0.05,indep
FT9,0.31623255642236886,0.3584989373706671,0.8821017957311341,0.8821017957311341,0.37772176122979606,0.5036290149730615,False,True,lbfgs,mad,mean ~ onoff_label,False,0.05,indep
Fp1,0.6129971513964382,0.29550849611592317,2.0743808027636854,2.0743808027636854,0.038043958776868836,0.27053481796884504,False,True,lbfgs,mad,mean ~ onoff_label,False,0.05,indep
Fp2,0.5263981515130776,0.2687043690364777,1.9590234181924182,1.9590234181924182,0.0501100443163424,0.3005767078697323,False,True,lbfgs,mad,mean ~ onoff_label,False,0.05,indep
Fz,0.26097964216023845,0.21253113508033503,1.2279595743070317,1.2279595743070317,0.21946214385325946,0.3946396249895982,False,True,lbfgs,mad,mean ~ onoff_label,False,0.05,indep
Iz,0.299861917330528,0.17794048534294163,1.6851809567261173,1.6851809567261173,0.09195366400432761,0.31532319012222,False,True,lbfgs,mad,mean ~ onoff_label,False,0.05,indep
O1,0.24706942261791828,0.16861538725964803,1.4652839615251732,1.4652839615251732,0.14284346044847535,0.3516146718731701,False,True,lbfgs,mad,mean ~ onoff_label,False,0.05,indep
O2,0.11324007618947254,0.19760970402272957,0.5730491665350979,0.5730491665350979,0.5666114044368658,0.6475558907849894,False,True,lbfgs,mad,mean ~ onoff_label,False,0.05,indep
Oz,0.15663788847395,0.1928801275276563,0.8120996728991188,0.8120996728991188,0.416734440867796,0.5334200843107788,False,True,lbfgs,mad,mean ~ onoff_label,False,0.05,indep
P1,0.13422010553424357,0.2027824972702398,0.6618919647457246,0.6618919647457246,0.5080404617786682,0.6020774156571996,False,True,lbfgs,mad,mean ~ onoff_label,False,0.05,indep
P2,0.10230568963232939,0.2229426626555695,0.45888789706609173,0.45888789706609173,0.6463146704403988,0.7237420855698216,False,True,lbfgs,mad,mean ~ onoff_label,False,0.05,indep
P3,0.08539207538577638,0.23889819394596415,0.35744127645054957,0.35744127645054957,0.7207614807743121,0.7440118511218706,False,True,lbfgs,mad,mean ~ onoff_label,False,0.05,indep
P4,0.14427917999921336,0.21528486888628537,0.6701779867094254,0.6701779867094254,0.5027443350072833,0.6020774156571996,False,True,lbfgs,mad,mean ~ onoff_label,False,0.05,indep
P5,0.2165812032520824,0.17515906007093388,1.2364830181457578,1.2364830181457578,0.21627907423287385,0.3946396249895982,False,True,lbfgs,mad,mean ~ onoff_label,False,0.05,indep
P6,0.143354527296615,0.22145080810758264,0.6473425340898832,0.6473425340898832,0.5174102790804059,0.6020774156571996,False,True,lbfgs,mad,mean ~ onoff_label,False,0.05,indep
P7,0.2525156974986875,0.16948797460436132,1.4898738278520303,1.4898738278520303,0.13625741436035366,0.3516146718731701,False,True,lbfgs,mad,mean ~ onoff_label,False,0.05,indep
P8,0.21606329892263215,0.19497633638593456,1.1081513937925176,1.1081513937925176,0.2677964384682767,0.3946396249895982,False,True,lbfgs,mad,mean ~ onoff_label,False,0.05,indep
PO3,0.07541535442422317,0.1912536200029945,0.3943211868253389,0.3943211868253389,0.6933439230337847,0.7395668512360369,False,True,lbfgs,mad,mean ~ onoff_label,False,0.05,indep
PO4,0.03962814563995145,0.21562259153053845,0.18378475724024004,0.18378475724024004,0.8541823144119952,0.8541823144119952,False,True,lbfgs,mad,mean ~ onoff_label,False,0.05,indep
PO7,0.26151452915939055,0.17196169035106654,1.5207720314071023,1.5207720314071023,0.12831705536819749,0.3516146718731701,False,True,lbfgs,mad,mean ~ onoff_label,False,0.05,indep
PO8,0.04369539143992813,0.19897159091105204,0.21960618216829583,0.21960618216829583,0.82617787627054,0.8392918108145168,False,True,lbfgs,mad,mean ~ onoff_label,False,0.05,indep
POz,0.08869832781167775,0.20627788078488585,0.42999437202952273,0.42999437202952273,0.6671997351346792,0.7237420855698216,False,True,lbfgs,mad,mean ~ onoff_label,False,0.05,indep
Pz,0.09831671973211203,0.2275224882878447,0.4321186906488512,0.4321186906488512,0.6656551509640696,0.7237420855698216,False,True,lbfgs,mad,mean ~ onoff_label,False,0.05,indep
T7,0.05103777137555742,0.13484092472688258,0.3785035698837971,0.3785035698837971,0.7050565423103262,0.7397314542272275,False,True,lbfgs,mad,mean ~ onoff_label,False,0.05,indep
T8,0.3980216013440866,0.17214368591698553,2.312147548275621,2.312147548275621,0.02076955363363714,0.2651626220813129,False,True,lbfgs,mad,mean ~ onoff_label,False,0.05,indep
TP10,0.1615258872589076,0.14951855453623392,1.0803066399345365,1.0803066399345365,0.2800056538791468,0.3946396249895982,False,True,lbfgs,mad,mean ~ onoff_label,False,0.05,indep
TP7,0.2554243081992566,0.17894668818574408,1.4273765599625396,1.4273765599625396,0.15347138349746145,0.36378402014213085,False,True,lbfgs,mad,mean ~ onoff_label,False,0.05,indep
TP8,0.31408440205390126,0.16234981103478455,1.9346151378433483,1.9346151378433483,0.0530375410092566,0.3005767078697323,False,True,lbfgs,mad,mean ~ onoff_label,False,0.05,indep
TP9,0.1615258872589076,0.14951855453623392,1.0803066399345365,1.0803066399345365,0.2800056538791468,0.3946396249895982,False,True,lbfgs,mad,mean ~ onoff_label,False,0.05,indep
