channel,coefficient,std_err,effect_size,t_statistic,p_value,p_corrected,significant,converged,method_used,marker,formula,z_scored,fdr_alpha,fdr_method
AF3,1.1611521961713301e-12,6.649887335713897e-12,0.1746123110891284,0.1746123110891284,0.8613842743570981,0.99057796102718,False,False,nm,d,mean ~ onoff_label,False,0.05,indep
AF4,1.0194740256947899e-11,5.237248332636526e-12,1.94658332189791,1.94658332189791,0.051584709714907584,0.8578835591192224,False,True,lbfgs,d,mean ~ onoff_label,False,0.05,indep
AF7,1.2635662582692281e-12,8.38730039220698e-12,0.15065231948092198,0.15065231948092198,0.8802499873693143,0.99057796102718,False,True,lbfgs,d,mean ~ onoff_label,False,0.05,indep
AF8,2.6432273163082288e-12,6.6211956494884954e-12,0.3992069493539924,0.3992069493539924,0.6897407231196089,0.99057796102718,False,True,lbfgs,d,mean ~ onoff_label,False,0.05,indep
AFz,1.5762326406846629e-12,1.3291301458402524e-12,1.1859129413457075,1.1859129413457075,0.23565668190834665,0.8578835591192224,False,True,lbfgs,d,mean ~ onoff_label,False,0.05,indep
C1,3.4739772558920035e-13,2.5212924434229047e-13,1.3778557362333321,1.3778557362333321,0.1682478335642631,0.8578835591192224,False,True,lbfgs,d,mean ~ onoff_label,False,0.05,indep
C2,5.22764344379297e-15,4.4268115027125e-13,0.011809049110380611,0.011809049110380611,0.99057796102718,0.99057796102718,False,False,nm,d,mean ~ onoff_label,False,0.05,indep
C3,2.0330110390083378e-13,2.1268601569452563e-13,0.9558743353997889,0.9558743353997889,0.3391357266945406,0.8578835591192224,False,False,nm,d,mean ~ onoff_label,False,0.05,indep
C4,6.717181298011499e-13,4.264356986088801e-13,1.5751920676257425,1.5751920676257425,0.11521211762114689,0.8578835591192224,False,True,lbfgs,d,mean ~ onoff_label,False,0.05,indep
C5,1.8591302879450243e-13,4.914510029488753e-13,0.37829412836470006,0.37829412836470006,0.7052121067978714,0.99057796102718,False,True,lbfgs,d,mean ~ onoff_label,False,0.05,indep
C6,-2.9065332354741817e-13,1.062462083693802e-12,-0.27356583167365384,-0.27356583167365384,0.7844182949691964,0.99057796102718,False,False,nm,d,mean ~ onoff_label,False,0.05,indep
