channel,coefficient,std_err,effect_size,t_statistic,p_value,p_corrected,significant,converged,method_used,marker,formula,z_scored,fdr_alpha,fdr_method
AF3,0.06366065535335863,0.37950076983820474,0.1677484221718431,0.1677484221718431,0.8667812005154057,0.9419971663975901,False,True,lbfgs,p3b,mean ~ onoff_label,False,0.05,indep
AF4,0.07259255109392167,0.3919015126067806,0.18523161753335293,0.18523161753335293,0.8530473709673939,0.9419971663975901,False,True,lbfgs,p3b,mean ~ onoff_label,False,0.05,indep
AF7,-0.122186977427003,0.2740673975913395,-0.44582821050899085,-0.44582821050899085,0.6557213423394526,0.9419971663975901,False,True,lbfgs,p3b,mean ~ onoff_label,False,0.05,indep
AF8,-0.11267951970094953,0.3848369885396399,-0.2927980497107103,-0.2927980497107103,0.7696765190652803,0.9419971663975901,False,True,lbfgs,p3b,mean ~ onoff_label,False,0.05,indep
AFz,0.034790593853029426,0.38237932291748383,0.09098450613799826,0.09098450613799826,0.9275049022991657,0.9419971663975901,False,True,lbfgs,p3b,mean ~ onoff_label,False,0.05,indep
C1,-0.568211268376878,0.3524716650708667,-1.6120764438260178,-1.6120764438260178,0.10694530601840327,0.9419971663975901,False,True,lbfgs,p3b,mean ~ onoff_label,False,0.05,indep
C2,-0.37012495842496557,0.3771238080543352,-0.9814415067946035,-0.9814415067946035,0.3263750661483671,0.9419971663975901,False,True,lbfgs,p3b,mean ~ onoff_label,False,0.05,indep
C3,-0.33508107332843323,0.33189948330387187,-1.0095860047532779,-1.0095860047532779,0.31269367754196364,0.9419971663975901,False,True,lbfgs,p3b,mean ~ onoff_label,False,0.05,indep
C4,-0.11293246904975597,0.3318168354602778,-0.3403458082321301,-0.3403458082321301,0.7335961239413775,0.9419971663975901,False,True,lbfgs,p3b,mean ~ onoff_label,False,0.05,indep
C5,-0.3705548873750034,0.19693174805108254,-1.881641183009681,-1.881641183009681,0.0598847506038341,0.9419971663975901,False,True,lbfgs,p3b,mean ~ onoff_label,False,0.05,indep
C6,-0.07420343197919393,0.24770224868524723,-0.2995670502510597,-0.2995670502510597,0.7645074205774375,0.9419971663975901,False,True,lbfgs,p3b,mean ~ onoff_label,False,0.05,indep
CP1,-0.5889682848796297,0.34369349516087244,-1.7136439681639934,-1.7136439681639934,0.08659413330087216,0.9419971663975901,False,True,lbfgs,p3b,mean ~ onoff_label,False,0.05,indep
CP2,-0.23651192227648954,0.3662559752863048,-0.6457558053260607,-0.6457558053260607,0.5184375135266945,0.9419971663975901,False,True,lbfgs,p3b,mean ~ onoff_label,False,0.05,indep
CP3,-0.3274986797685194,0.2769902185022816,-1.182347454503422,-1.182347454503422,0.23706786341819774,0.9419971663975901,False,True,lbfgs,p3b,mean ~ onoff_label,False,0.05,indep
