channel,coefficient,std_err,effect_size,t_statistic,p_value,p_corrected,significant,converged,method_used,marker,formula,z_scored,fdr_alpha,fdr_method
FT8,3.855815226425374e-13,4.14579942157316e-13,0.930053491339012,0.930053491339012,0.35234338944522914,0.9999999655906137,False,True,lbfgs,t,mean ~ onoff_label,False,0.05,indep
FT9,6.702852082080659e-13,5.682981112081664e-13,1.1794605594994523,1.1794605594994523,0.23821483284049927,0.9999999655906137,False,True,lbfgs,t,mean ~ onoff_label,False,0.05,indep
Fp1,-1.5778059770739947e-13,6.762103793756333e-13,-0.233330635730678,-0.233330635730678,0.8155046711678359,0.9999999655906137,False,True,lbfgs,t,mean ~ onoff_label,False,0.05,indep
Fp2,5.286442767118139e-14,9.2205578357432e-13,0.05733322062820768,0.05733322062820768,0.9542797576316825,0.9999999655906137,False,True,lbfgs,t,mean ~ onoff_label,False,0.05,indep
Fz,3.4538023833587987e-14,4.455637765743805e-13,0.07751533147314177,0.07751533147314177,0.938213595218087,0.9999999655906137,False,True,lbfgs,t,mean ~ onoff_label,False,0.05,indep
Iz,1.2189711228747614e-13,3.4074695090079433e-13,0.35773500530299823,0.35773500530299823,0.7205416339444057,0.9999999655906137,False,True,lbfgs,t,mean ~ onoff_label,False,0.05,indep
O1,-4.489119355396643e-14,2.795181032568298e-13,-0.16060209707676437,-0.16060209707676437,0.8724068031124762,0.9999999655906137,False,True,lbfgs,t,mean ~ onoff_label,False,0.05,indep
O2,1.7752856102650742e-13,2.920692566076469e-13,0.6078303587597087,0.6078303587597087,0.5432999919921786,0.9999999655906137,False,False,nm,t,mean ~ onoff_label,False,0.05,indep
Oz,-5.447133036231598e-14,2.504982269207561e-13,-0.21745195976795365,-0.21745195976795365,0.8278561417529594,0.9999999655906137,False,True,lbfgs,t,mean ~ onoff_label,False,0.05,indep
P1,-7.710110327963093e-12,,,,,,False,False,nm,t,mean ~ onoff_label,False,0.05,indep
P2,1.1141726430352605e-11,0.00012463665215123096,8.939365939349459e-08,8.939365939349459e-08,0.9999999286741793,0.9999999655906137,False,False,nm,t,mean ~ onoff_label,False,0.05,indep
P3,1.6819016848223171e-13,2.4354269067131644e-13,0.69059830134348,0.69059830134348,0.48981801525791413,0.9999999655906137,False,True,lbfgs,t,mean ~ onoff_label,False,0.05,indep
P4,2.5634478500494775e-13,2.449565491532155e-13,1.046490840482118,1.046490840482118,0.2953344716448655,0.9999999655906137,False,True,lbfgs,t,mean ~ onoff_label,False,0.05,indep
P5,2.2210738551826337e-13,3.174166990279497e-13,0.6997344065338731,0.6997344065338731,0.48409318507255106,0.9999999655906137,False,True,lbfgs,t,mean ~ onoff_label,False,0.05,indep
P6,4.1743303985171377e-13,3.439844688263726e-13,1.213522928159918,1.213522928159918,0.22492995373075186,0.9999999655906137,False,False,nm,t,mean ~ onoff_label,False,0.05,indep
P7,4.3211961786582265e-12,,,,,,False,False,nm,t,mean ~ onoff_label,False,0.05,indep
P8,3.490578830047656e-13,6.455085310827925e-13,0.5407486751867508,0.5407486751867508,0.5886808234710772,0.9999999655906137,False,True,lbfgs,t,mean ~ onoff_label,False,0.05,indep
PO3,-1.3632331374857642e-11,,,,,,False,False,nm,t,mean ~ onoff_label,False,0.05,indep
PO4,3.864500135767766e-13,5.037587582783525e-13,0.7671330914374757,0.7671330914374757,0.44300238889528165,0.9999999655906137,False,True,lbfgs,t,mean ~ onoff_label,False,0.05,indep
PO7,2.803429490066784e-16,5.409950669291923e-13,0.0005181987159290878,0.0005181987159290878,0.9995865372636368,0.9999999655906137,False,True,lbfgs,t,mean ~ onoff_label,False,0.05,indep
PO8,-4.8171674982278034e-12,,,,,,False,False,nm,t,mean ~ onoff_label,False,0.05,indep
POz,-7.70477531092407e-15,2.4527486292308673e-13,-0.031412820780334645,-0.031412820780334645,0.9749403166935577,0.9999999655906137,False,True,lbfgs,t,mean ~ onoff_label,False,0.05,indep
Pz,5.7646110107612e-12,,,,,,False,False,nm,t,mean ~ onoff_label,False,0.05,indep
T7,2.0737809944079984e-13,4.0981972119728776e-13,0.506022742963528,0.506022742963528,0.6128406839974028,0.9999999655906137,False,True,lbfgs,t,mean ~ onoff_label,False,0.05,indep
T8,3.988664337937522e-13,3.94542076187621e-13,1.0109604472301574,1.0109604472301574,0.3120353608502633,0.9999999655906137,False,True,nm,t,mean ~ onoff_label,False,0.05,indep
TP10,7.940796631356051e-11,1.752564980811467e-05,4.5309570362859404e-06,4.5309570362859404e-06,0.9999963848193351,0.9999999655906137,False,False,nm,t,mean ~ onoff_label,False,0.05,indep
TP7,2.521359303498528e-13,3.241933650175943e-13,0.7777331603815184,0.7777331603815184,0.4367263389232432,0.9999999655906137,False,True,lbfgs,t,mean ~ onoff_label,False,0.05,indep
TP8,3.9947997011887563e-13,6.955765430917792e-13,0.5743148961625716,0.5743148961625716,0.5657547307520973,0.9999999655906137,False,True,lbfgs,t,mean ~ onoff_label,False,0.05,indep
TP9,3.3849924581432246e-13,3.7729099006732554e-13,0.897183486289771,0.897183486289771,0.36962101553197124,0.9999999655906137,False,True,lbfgs,t,mean ~ onoff_label,False,0.05,indep
