subject_id,group,pc,condition,baseline_score,experimental_score,change_score
3,Controls,PC1,inclusion,-0.21994474021472424,-0.3230594059879056,-0.10311466577318137
3,Controls,PC1,exclusion,-0.21994474021472424,-0.06659090834101444,0.1533538318737098
3,Controls,PC2,inclusion,-0.008549684003313386,-0.20611731797203592,-0.19756763396872254
3,Controls,PC2,exclusion,-0.008549684003313386,0.21742498643117664,0.22597467043449002
3,Controls,PC3,inclusion,-0.32573064757152,-0.07380169699818023,0.25192895057333975
3,Controls,PC3,exclusion,-0.32573064757152,-0.3918826086027996,-0.06615196103127963
5,Controls,PC1,inclusion,0.0794749311317497,0.7667420234768123,0.6872670923450626
5,Controls,PC1,exclusion,0.0794749311317497,1.5210290756476306,1.4415541445158808
5,Controls,PC2,inclusion,0.9225472439913567,1.4086324212838661,0.48608517729250944
5,Controls,PC2,exclusion,0.9225472439913567,0.735518053934331,-0.18702919005702567
5,Controls,PC3,inclusion,-0.0857699179223818,-0.19249811387823593,-0.10672819595585413
5,Controls,PC3,exclusion,-0.0857699179223818,-0.4139713771483933,-0.3282014592260115
6,Controls,PC1,inclusion,0.0036357585508641653,0.07394466837371538,0.07030890982285122
6,Controls,PC1,exclusion,0.0036357585508641653,0.07154117479735206,0.0679054162464879
6,Controls,PC2,inclusion,0.2291843595337944,-0.1499978344549842,-0.3791821939887786
6,Controls,PC2,exclusion,0.2291843595337944,-0.6494621897680221,-0.8786465493018165
6,Controls,PC3,inclusion,0.23576864890158172,-0.07287577323655864,-0.30864442213814036
6,Controls,PC3,exclusion,0.23576864890158172,-0.008489381769472788,-0.2442580306710545
8,Controls,PC1,inclusion,0.08961040619969372,0.1422771332876921,0.05266672708799837
8,Controls,PC1,exclusion,0.08961040619969372,0.36691016061215936,0.2772997544124656
8,Controls,PC2,inclusion,0.4578059742961873,-0.646103273936009,-1.1039092482321964
8,Controls,PC2,exclusion,0.4578059742961873,0.08780518659904936,-0.37000078769713796
8,Controls,PC3,inclusion,0.9467361002805936,1.2927704191982698,0.3460343189176762
8,Controls,PC3,exclusion,0.9467361002805936,0.45469542700320087,-0.49204067327739276
10,Controls,PC1,inclusion,-0.6043999908690693,-0.8754134832265468,-0.2710134923574775
10,Controls,PC1,exclusion,-0.6043999908690693,-0.7731501531310371,-0.16875016226196782
10,Controls,PC2,inclusion,-0.10253470248382089,-0.23677060148795995,-0.13423589900413907
10,Controls,PC2,exclusion,-0.10253470248382089,-0.0555815332604194,0.046953169223401495
10,Controls,PC3,inclusion,0.12051112534517737,-0.023943796064880157,-0.14445492141005753
10,Controls,PC3,exclusion,0.12051112534517737,0.15645797494707323,0.035946849601895856
11,Controls,PC1,inclusion,-0.01997407944513102,-0.1748425945778644,-0.1548685151327334
11,Controls,PC1,exclusion,-0.01997407944513102,-0.5247743411293603,-0.5048002616842293
11,Controls,PC2,inclusion,0.11802380567825133,-0.29210113263550636,-0.4101249383137577
11,Controls,PC2,exclusion,0.11802380567825133,-0.3471722122271805,-0.4651960179054318
11,Controls,PC3,inclusion,0.2269605536369125,-0.05950588104700566,-0.2864664346839182
11,Controls,PC3,exclusion,0.2269605536369125,-0.31349616165312383,-0.5404567152900364
12,Controls,PC1,inclusion,-1.4649817700218593,-3.802959868144661,-2.337978098122802
12,Controls,PC1,exclusion,-1.4649817700218593,-0.41584430706418324,1.049137462957676
12,Controls,PC2,inclusion,0.6076758484681453,-0.7683905670945803,-1.3760664155627256
12,Controls,PC2,exclusion,0.6076758484681453,0.4239564379620353,-0.18371941050610996
12,Controls,PC3,inclusion,-0.07264754916187488,0.22903357648528735,0.3016811256471622
12,Controls,PC3,exclusion,-0.07264754916187488,-0.09759178041041046,-0.02494423124853558
14,Controls,PC1,inclusion,0.8405399484282396,0.9873514055609378,0.14681145713269816
14,Controls,PC1,exclusion,0.8405399484282396,2.00621424698935,1.1656742985611102
14,Controls,PC2,inclusion,-0.00985767570574432,-0.11106747330864536,-0.10120979760290104
14,Controls,PC2,exclusion,-0.00985767570574432,0.647517330723161,0.6573750064289053
14,Controls,PC3,inclusion,-0.013568486536041825,-0.2130979679106092,-0.19952948137456739
14,Controls,PC3,exclusion,-0.013568486536041825,-0.15358015946741904,-0.14001167293137723
15,Controls,PC1,inclusion,0.014122465908328953,0.6499750222128993,0.6358525563045703
15,Controls,PC1,exclusion,0.014122465908328953,0.024277529840451496,0.010155063932122543
15,Controls,PC2,inclusion,-1.092225358803218,-0.16228974878218122,0.9299356100210368
15,Controls,PC2,exclusion,-1.092225358803218,0.23155479659830994,1.323780155401528
15,Controls,PC3,inclusion,0.9383686719166343,0.9630526340391085,0.024683962122474146
15,Controls,PC3,exclusion,0.9383686719166343,-0.6319634098949376,-1.5703320818115718
18,Controls,PC1,inclusion,2.139430546523711,1.6146449099124296,-0.5247856366112815
18,Controls,PC1,exclusion,2.139430546523711,1.9343565614410134,-0.2050739850826977
18,Controls,PC2,inclusion,0.13394958022324155,0.3908127150963569,0.25686313487311535
18,Controls,PC2,exclusion,0.13394958022324155,0.5132370078929517,0.37928742766971013
18,Controls,PC3,inclusion,0.5509321904842637,0.8676613188650553,0.3167291283807916
18,Controls,PC3,exclusion,0.5509321904842637,0.5701598621439692,0.019227671659705514
19,Controls,PC1,inclusion,0.10382346161178617,0.13565584260138006,0.031832380989593886
19,Controls,PC1,exclusion,0.10382346161178617,0.056065440007197556,-0.04775802160458861
19,Controls,PC2,inclusion,-0.3854206577426746,-0.48072405276061503,-0.09530339501794044
19,Controls,PC2,exclusion,-0.3854206577426746,-0.11247648339091275,0.2729441743517618
19,Controls,PC3,inclusion,-0.0627313043964824,-0.05932801324960761,0.003403291146874793
19,Controls,PC3,exclusion,-0.0627313043964824,-0.06571277210354468,-0.0029814677070622714
22,Controls,PC1,exclusion,-0.07016661091918179,-0.31645718912901216,-0.24629057820983036
22,Controls,PC2,exclusion,0.46505288460401295,-0.06866268162756599,-0.5337155662315789
22,Controls,PC3,exclusion,0.46318592468253805,-0.231788494635785,-0.694974419318323
24,Controls,PC1,inclusion,0.031630849605735895,-0.28140951572760486,-0.3130403653333408
24,Controls,PC1,exclusion,0.031630849605735895,0.7265633748157586,0.6949325252100227
24,Controls,PC2,inclusion,0.21727660377142305,0.6093320801231761,0.39205547635175303
24,Controls,PC2,exclusion,0.21727660377142305,0.7079049211377917,0.49062831736636864
24,Controls,PC3,inclusion,-0.19719831123804565,-0.5716558245334137,-0.374457513295368
24,Controls,PC3,exclusion,-0.19719831123804565,-0.33613519372172895,-0.1389368824836833
25,Controls,PC1,inclusion,-0.7771802879432959,-1.0489532242206734,-0.27177293627737753
25,Controls,PC1,exclusion,-0.7771802879432959,-0.25983290400835124,0.5173473839349446
25,Controls,PC2,inclusion,0.1782410561375371,0.5540928701760705,0.37585181403853335
25,Controls,PC2,exclusion,0.1782410561375371,0.3478151236494321,0.16957406751189502
25,Controls,PC3,inclusion,0.47445743985430733,0.03119602387427159,-0.44326141598003577
25,Controls,PC3,exclusion,0.47445743985430733,0.2668773970350161,-0.2075800428192912
26,Controls,PC1,inclusion,1.0346796105574432,-0.4808381379662292,-1.5155177485236724
26,Controls,PC1,exclusion,1.0346796105574432,0.3595162380371609,-0.6751633725202824
26,Controls,PC2,inclusion,2.057092967259367,0.6772382409156068,-1.3798547263437604
26,Controls,PC2,exclusion,2.057092967259367,-0.3259620345385512,-2.3830550017979184
26,Controls,PC3,inclusion,0.4706994938525444,-0.6957988354583275,-1.166498329310872
26,Controls,PC3,exclusion,0.4706994938525444,-0.8746845201722576,-1.345384014024802
27,Controls,PC1,inclusion,1.6246474180389512,1.744935500943992,0.12028808290504078
27,Controls,PC1,exclusion,1.6246474180389512,1.0764801976467049,-0.5481672203922463
27,Controls,PC2,inclusion,-0.3793511606847652,-0.16470581363250072,0.21464534705226448
27,Controls,PC2,exclusion,-0.3793511606847652,-0.9127471090351181,-0.533395948350353
27,Controls,PC3,inclusion,1.2014770005233741,1.0515678115395013,-0.14990918898387284
27,Controls,PC3,exclusion,1.2014770005233741,0.8101181505335379,-0.3913588499898363
28,Controls,PC1,inclusion,-0.4255552446978404,0.5819531306011813,1.0075083752990217
28,Controls,PC1,exclusion,-0.4255552446978404,-0.7043609763534118,-0.2788057316555714
28,Controls,PC2,inclusion,0.4818894663999785,0.6306511571841759,0.14876169078419738
28,Controls,PC2,exclusion,0.4818894663999785,0.03839023573943727,-0.4434992306605412
28,Controls,PC3,inclusion,-0.1196297563401679,-0.051408373170727995,0.0682213831694399
28,Controls,PC3,exclusion,-0.1196297563401679,-0.03129011517302995,0.08833964116713794
29,Risk of Depression,PC1,inclusion,0.01946353544549918,0.28725456179546816,0.267791026349969
29,Risk of Depression,PC1,exclusion,0.01946353544549918,-0.2237278775420081,-0.24319141298750727
29,Risk of Depression,PC2,inclusion,-0.24500341037259224,-0.487263435301196,-0.24226002492860374
29,Risk of Depression,PC2,exclusion,-0.24500341037259224,-0.6838927259371574,-0.43888931556456523
29,Risk of Depression,PC3,inclusion,-0.5154623970158003,-0.34249477736574646,0.17296761965005386
29,Risk of Depression,PC3,exclusion,-0.5154623970158003,-0.3841413242245689,0.1313210727912314
30,Risk of Depression,PC1,inclusion,-0.6787938928085748,-0.7679430533107316,-0.08914916050215682
30,Risk of Depression,PC1,exclusion,-0.6787938928085748,-1.3413171180180494,-0.6625232252094746
30,Risk of Depression,PC2,inclusion,0.39802469937121765,0.006434969976921899,-0.39158972939429576
30,Risk of Depression,PC2,exclusion,0.39802469937121765,-0.1245817070147605,-0.5226064063859781
30,Risk of Depression,PC3,inclusion,0.07018101720489303,-0.052426519682267476,-0.1226075368871605
30,Risk of Depression,PC3,exclusion,0.07018101720489303,0.4413324189317525,0.37115140172685945
31,Risk of Depression,PC1,inclusion,-0.30070959285688276,-0.5328869125798145,-0.2321773197229317
31,Risk of Depression,PC1,exclusion,-0.30070959285688276,-0.3786670787432894,-0.07795748588640666
31,Risk of Depression,PC2,inclusion,0.03298152649821616,-0.18785624742955295,-0.2208377739277691
31,Risk of Depression,PC2,exclusion,0.03298152649821616,0.00975242028619638,-0.02322910621201978
31,Risk of Depression,PC3,inclusion,-0.11968008102268284,-0.06946289811635051,0.05021718290633233
31,Risk of Depression,PC3,exclusion,-0.11968008102268284,-0.164467811704472,-0.044787730681789165
32,Risk of Depression,PC1,inclusion,-0.03400532852649986,0.13763812064799041,0.17164344917449026
32,Risk of Depression,PC1,exclusion,-0.03400532852649986,0.0013109932328775541,0.03531632175937741
32,Risk of Depression,PC2,inclusion,-0.10600867428957933,0.3875254829506736,0.49353415724025296
32,Risk of Depression,PC2,exclusion,-0.10600867428957933,-0.7261097962670261,-0.6201011219774468
32,Risk of Depression,PC3,inclusion,0.17140347712155785,0.5190983078704635,0.34769483074890567
32,Risk of Depression,PC3,exclusion,0.17140347712155785,-0.1253097030021684,-0.2967131801237263
33,Risk of Depression,PC1,inclusion,0.3803331967598793,0.4120356694731131,0.03170247271323379
33,Risk of Depression,PC1,exclusion,0.3803331967598793,0.5334623909281071,0.1531291941682278
33,Risk of Depression,PC2,inclusion,-1.1180204207268296,-1.097767972840288,0.02025244788654157
33,Risk of Depression,PC2,exclusion,-1.1180204207268296,-1.2389724730054261,-0.12095205227859651
33,Risk of Depression,PC3,inclusion,-0.8949301052654961,-0.8895122320162313,0.005417873249264793
33,Risk of Depression,PC3,exclusion,-0.8949301052654961,-1.0018832254273562,-0.1069531201618601
34,Risk of Depression,PC1,inclusion,0.2870329385339949,0.5775947480152664,0.2905618094812715
34,Risk of Depression,PC1,exclusion,0.2870329385339949,-0.48842780684674786,-0.7754607453807427
34,Risk of Depression,PC2,inclusion,0.21779989556182833,1.0179182587995368,0.8001183632377085
34,Risk of Depression,PC2,exclusion,0.21779989556182833,0.12428880276878461,-0.09351109279304372
34,Risk of Depression,PC3,inclusion,0.38933560597888067,0.12019679882155503,-0.26913880715732563
34,Risk of Depression,PC3,exclusion,0.38933560597888067,0.25934336166516364,-0.12999224431371703
35,Risk of Depression,PC1,inclusion,-1.6265528423730795,-0.13391942905315452,1.492633413319925
35,Risk of Depression,PC1,exclusion,-1.6265528423730795,-2.4065808065389214,-0.7800279641658419
35,Risk of Depression,PC2,inclusion,0.43107116658020894,-0.042021193876263324,-0.4730923604564723
35,Risk of Depression,PC2,exclusion,0.43107116658020894,0.8566204978396458,0.42554933125943684
35,Risk of Depression,PC3,inclusion,-0.5021707389545155,-0.07166488541687772,0.43050585353763776
35,Risk of Depression,PC3,exclusion,-0.5021707389545155,-0.6243407954076854,-0.12217005645316992
37,Risk of Depression,PC1,inclusion,-0.21277184897326978,-1.2384021832184497,-1.02563033424518
37,Risk of Depression,PC1,exclusion,-0.21277184897326978,-1.2184825244816675,-1.0057106755083978
37,Risk of Depression,PC2,inclusion,0.24587898591980722,-0.28637065950368373,-0.532249645423491
37,Risk of Depression,PC2,exclusion,0.24587898591980722,0.5613523066403546,0.3154733207205474
37,Risk of Depression,PC3,inclusion,-0.027963570607747262,0.6581992511261728,0.6861628217339201
37,Risk of Depression,PC3,exclusion,-0.027963570607747262,-1.0704734442805304,-1.0425098736727831
38,Risk of Depression,PC1,inclusion,0.43283636562957123,0.9353088956610371,0.5024725300314659
38,Risk of Depression,PC2,inclusion,-1.0814607957449776,-0.9376395961994564,0.1438211995455212
38,Risk of Depression,PC3,inclusion,-0.2980852650843114,-0.45111169490990244,-0.15302642982559106
40,Controls,PC1,inclusion,-0.8977868921194098,-0.39092299479359943,0.5068638973258104
40,Controls,PC1,exclusion,-0.8977868921194098,-0.7043022680905829,0.19348462402882682
40,Controls,PC2,inclusion,0.4669969135578672,0.4528979769562796,-0.01409893660158762
40,Controls,PC2,exclusion,0.4669969135578672,0.015984825071838477,-0.45101208848602875
40,Controls,PC3,inclusion,-0.31867880002716764,-0.3785807123620115,-0.059901912334843876
40,Controls,PC3,exclusion,-0.31867880002716764,0.7660526624141996,1.084731462441367
41,Controls,PC1,inclusion,0.04067399387572053,-0.10581447548536702,-0.14648846936108756
41,Controls,PC1,exclusion,0.04067399387572053,-6.538108614655032e-05,-0.04073937496186708
41,Controls,PC2,inclusion,0.06707366972376537,0.08009406538188174,0.013020395658116371
41,Controls,PC2,exclusion,0.06707366972376537,0.048061386496856685,-0.019012283226908684
41,Controls,PC3,inclusion,0.07719746943927835,-0.08607965898747015,-0.16327712842674852
41,Controls,PC3,exclusion,0.07719746943927835,-0.19435872582049585,-0.2715561952597742
42,Controls,PC1,inclusion,0.0033237297078277704,-0.04493891259010468,-0.04826264229793245
42,Controls,PC1,exclusion,0.0033237297078277704,-0.4653804921326387,-0.4687042218404665
42,Controls,PC2,inclusion,0.05290921700593318,-0.20135651877549895,-0.25426573578143213
42,Controls,PC2,exclusion,0.05290921700593318,0.11224917738643808,0.0593399603805049
42,Controls,PC3,inclusion,-0.04007736121400719,-0.2480478612730929,-0.20797050005908568
42,Controls,PC3,exclusion,-0.04007736121400719,-0.2946765788885783,-0.2545992176745711
43,Controls,PC1,inclusion,0.9105163359735021,0.4792711823834072,-0.4312451535900949
43,Controls,PC1,exclusion,0.9105163359735021,1.443505457287619,0.5329891213141168
43,Controls,PC2,inclusion,-1.3164732490932407,0.39739115458968255,1.7138644036829231
43,Controls,PC2,exclusion,-1.3164732490932407,-1.1173897631913063,0.19908348590193437
43,Controls,PC3,inclusion,0.6561115021740845,0.36591354401799064,-0.2901979581560939
43,Controls,PC3,exclusion,0.6561115021740845,0.2726143700333407,-0.3834971321407438
